,Wind Speed
3841,Category 2
3842,T. Depression
3843,T. Storm
3844,T. Depression
3845,Category 1
3846,T. Storm
3847,T. Storm
3848,Category 1
3849,T. Depression
3850,Category 3
3851,T. Storm
3852,T. Depression
3853,T. Depression
3854,T. Storm
3855,Category 1
3856,T. Depression
3857,T. Storm
3858,T. Storm
3859,T. Storm
3860,T. Storm
3861,T. Storm
3862,T. Storm
3863,T. Depression
3864,T. Storm
3865,Category 1
3866,T. Storm
3867,Category 1
3868,Category 1
3869,T. Depression
3870,Category 1
3871,Category 1
3872,T. Depression
3873,T. Storm
3874,T. Storm
3875,T. Storm
3876,T. Storm
3877,T. Depression
3878,T. Depression
3879,T. Depression
3880,T. Storm
3881,T. Depression
3882,T. Storm
3883,T. Storm
3884,T. Storm
3885,T. Storm
3886,Category 3
3887,T. Storm
3888,T. Storm
3889,T. Storm
3890,T. Depression
3891,T. Storm
3892,T. Storm
3893,T. Storm
3894,T. Depression
3895,T. Depression
3896,T. Depression
3897,Category 2
3898,T. Storm
3899,T. Depression
3900,Category 2
3901,Category 4
3902,T. Storm
3903,T. Storm
3904,T. Depression
3905,T. Storm
3906,T. Storm
3907,T. Storm
3908,T. Storm
3909,T. Depression
3910,T. Storm
3911,T. Depression
3912,T. Depression
3913,T. Storm
3914,T. Depression
3915,Category 1
3916,T. Storm
3917,T. Storm
3918,T. Storm
3919,T. Storm
3920,T. Depression
3921,T. Storm
3922,T. Storm
3923,Category 2
3924,T. Storm
3925,T. Storm
3926,T. Storm
3927,T. Storm
3928,T. Storm
3929,Category 1
3930,Category 4
3931,T. Storm
3932,T. Storm
3933,T. Storm
3934,T. Storm
3935,T. Storm
3936,T. Depression
3937,T. Storm
3938,T. Depression
3939,T. Depression
3940,Category 1
3941,T. Depression
3942,T. Storm
3943,Category 4
3944,T. Depression
3945,T. Storm
3946,T. Storm
3947,T. Depression
3948,Category 2
3949,T. Depression
3950,T. Storm
3951,T. Storm
3952,Category 2
3953,Category 2
3954,T. Depression
3955,T. Storm
3956,T. Depression
3957,T. Storm
3958,Category 3
3959,T. Storm
3960,T. Storm
3961,T. Depression
3962,T. Depression
3963,T. Storm
3964,T. Storm
3965,T. Storm
3966,Category 4
3967,Category 1
3968,Category 1
3969,T. Depression
3970,T. Depression
3971,Category 4
3972,Category 1
3973,T. Depression
3974,T. Depression
3975,Category 2
3976,Category 4
3977,T. Storm
3978,T. Storm
3979,T. Depression
3980,T. Storm
3981,T. Depression
3982,T. Storm
3983,Category 1
3984,T. Storm
3985,T. Storm
3986,T. Storm
3987,T. Depression
3988,T. Storm
3989,T. Storm
3990,T. Storm
3991,T. Depression
3992,T. Storm
3993,Category 1
3994,T. Storm
3995,T. Storm
3996,T. Storm
3997,T. Depression
3998,T. Storm
3999,Category 1
4000,T. Depression
4001,Category 2
4002,T. Storm
4003,T. Storm
4004,T. Storm
4005,T. Storm
4006,T. Depression
4007,Category 1
4008,Category 5
4009,T. Storm
4010,T. Storm
4011,T. Storm
4012,T. Storm
4013,T. Storm
4014,Category 3
4015,T. Storm
4016,T. Depression
4017,T. Storm
4018,T. Storm
4019,Category 4
4020,T. Depression
4021,T. Depression
4022,T. Depression
4023,T. Storm
4024,T. Depression
4025,T. Storm
4026,Category 3
4027,Category 4
4028,T. Storm
4029,Category 1
4030,T. Depression
4031,T. Storm
4032,T. Depression
4033,Category 3
4034,Category 1
4035,T. Storm
4036,T. Storm
4037,T. Storm
4038,Category 4
4039,T. Storm
4040,Category 2
4041,T. Depression
4042,T. Depression
4043,Category 1
4044,T. Depression
4045,Category 2
4046,T. Storm
4047,T. Depression
4048,T. Storm
4049,T. Depression
4050,T. Storm
4051,T. Storm
4052,Category 1
4053,T. Storm
4054,T. Storm
4055,T. Storm
4056,T. Depression
4057,T. Storm
4058,T. Storm
4059,Category 1
4060,Category 4
4061,T. Storm
4062,T. Depression
4063,T. Storm
4064,Category 2
4065,T. Storm
4066,Category 1
4067,T. Storm
4068,T. Storm
4069,T. Storm
4070,Category 3
4071,T. Depression
4072,Category 5
4073,T. Storm
4074,T. Depression
4075,T. Storm
4076,T. Storm
4077,Category 3
4078,Category 1
4079,T. Storm
4080,T. Storm
4081,Category 5
4082,T. Storm
4083,T. Depression
4084,Category 1
4085,T. Depression
4086,T. Storm
4087,Category 3
4088,Category 1
4089,T. Storm
4090,T. Depression
4091,T. Depression
4092,T. Depression
4093,Category 4
4094,T. Depression
4095,T. Storm
4096,T. Storm
4097,Category 1
4098,T. Storm
4099,T. Depression
4100,T. Storm
4101,T. Storm
4102,Category 1
4103,T. Depression
4104,Category 1
4105,T. Depression
4106,T. Storm
4107,Category 3
4108,T. Depression
4109,T. Storm
4110,T. Storm
4111,T. Depression
4112,T. Storm
4113,T. Storm
4114,T. Depression
4115,Category 3
4116,T. Storm
4117,T. Depression
4118,T. Depression
4119,T. Storm
4120,T. Storm
4121,T. Storm
4122,Category 3
4123,T. Depression
4124,T. Depression
4125,T. Storm
4126,T. Depression
4127,Category 1
4128,T. Storm
4129,T. Storm
4130,T. Depression
4131,T. Storm
4132,T. Depression
4133,T. Depression
4134,T. Storm
4135,Category 1
4136,T. Storm
4137,T. Storm
4138,T. Storm
4139,T. Depression
4140,T. Storm
4141,T. Storm
4142,T. Depression
4143,T. Depression
4144,Category 1
4145,T. Storm
4146,T. Storm
4147,T. Depression
4148,Category 1
4149,T. Storm
4150,T. Storm
4151,T. Storm
4152,T. Storm
4153,T. Depression
4154,T. Storm
4155,Category 1
4156,T. Storm
4157,T. Storm
4158,T. Storm
4159,T. Depression
4160,T. Storm
4161,T. Storm
4162,T. Depression
4163,T. Storm
4164,T. Depression
4165,T. Depression
4166,T. Storm
4167,Category 2
4168,T. Storm
4169,T. Storm
4170,Category 1
4171,Category 1
4172,Category 2
4173,Category 1
4174,T. Storm
4175,T. Depression
4176,T. Storm
4177,T. Depression
4178,Category 2
4179,Category 1
4180,Category 3
4181,T. Storm
4182,T. Storm
4183,T. Storm
4184,T. Storm
4185,T. Depression
4186,T. Storm
4187,T. Depression
4188,T. Storm
4189,T. Storm
4190,T. Storm
4191,T. Storm
4192,Category 1
4193,Category 1
4194,T. Depression
4195,T. Depression
4196,Category 1
4197,Category 1
4198,Category 1
4199,Category 5
4200,T. Depression
4201,T. Depression
4202,T. Storm
4203,T. Storm
4204,Category 1
4205,T. Storm
4206,Category 1
4207,Category 5
4208,T. Storm
4209,T. Depression
4210,Category 2
4211,T. Storm
4212,T. Depression
4213,T. Storm
4214,T. Depression
4215,T. Depression
4216,Category 3
4217,T. Storm
4218,Category 3
4219,T. Depression
4220,T. Storm
4221,Category 1
4222,T. Storm
4223,Category 4
4224,T. Storm
4225,T. Storm
4226,T. Depression
4227,Category 1
4228,T. Storm
4229,Category 4
4230,T. Storm
4231,T. Depression
4232,T. Storm
4233,T. Storm
4234,T. Depression
4235,T. Storm
4236,T. Storm
4237,Category 4
4238,T. Storm
4239,T. Storm
4240,T. Depression
4241,T. Depression
4242,T. Depression
4243,Category 1
4244,T. Storm
4245,Category 2
4246,T. Depression
4247,T. Depression
4248,T. Depression
4249,T. Storm
4250,Category 3
4251,Category 1
4252,T. Storm
4253,T. Depression
4254,Category 1
4255,T. Depression
4256,Category 3
4257,T. Depression
4258,T. Storm
4259,T. Storm
4260,T. Storm
4261,T. Storm
4262,T. Depression
4263,T. Storm
4264,Category 1
4265,T. Storm
4266,T. Depression
4267,Category 4
4268,T. Depression
4269,T. Depression
4270,Category 4
4271,Category 3
4272,T. Depression
4273,Category 4
4274,T. Storm
4275,T. Storm
4276,Category 4
4277,T. Depression
4278,Category 1
4279,T. Depression
4280,Category 2
4281,T. Depression
4282,Category 1
4283,T. Storm
4284,T. Storm
4285,T. Storm
4286,T. Storm
4287,T. Storm
4288,T. Storm
4289,Category 1
4290,T. Depression
4291,T. Depression
4292,T. Depression
4293,T. Storm
4294,T. Storm
4295,Category 2
4296,Category 1
4297,T. Storm
4298,T. Storm
4299,T. Storm
4300,Category 2
4301,Category 1
4302,T. Depression
4303,T. Depression
4304,Category 2
4305,T. Storm
4306,Category 2
4307,T. Storm
4308,T. Storm
4309,T. Storm
4310,T. Depression
4311,T. Storm
4312,T. Storm
4313,T. Storm
4314,T. Depression
4315,T. Depression
4316,T. Storm
4317,Category 3
4318,T. Storm
4319,Category 1
4320,Category 2
4321,T. Storm
4322,Category 1
4323,T. Depression
4324,T. Storm
4325,T. Depression
4326,T. Storm
4327,Category 3
4328,Category 5
4329,T. Depression
4330,Category 1
4331,T. Depression
4332,T. Depression
4333,T. Storm
4334,T. Storm
4335,T. Depression
4336,T. Storm
4337,T. Depression
4338,T. Depression
4339,T. Storm
4340,T. Depression
4341,T. Storm
4342,T. Depression
4343,T. Storm
4344,T. Storm
4345,T. Storm
4346,T. Storm
4347,T. Storm
4348,T. Depression
4349,T. Storm
4350,T. Depression
4351,T. Storm
4352,Category 1
4353,T. Depression
4354,T. Depression
4355,T. Storm
4356,T. Storm
4357,T. Storm
4358,Category 1
4359,T. Storm
4360,Category 1
4361,T. Depression
4362,T. Depression
4363,T. Storm
4364,T. Depression
4365,T. Storm
4366,T. Depression
4367,T. Storm
4368,Category 1
4369,T. Storm
4370,T. Depression
4371,T. Storm
4372,T. Storm
4373,T. Storm
4374,Category 1
4375,T. Depression
4376,T. Storm
4377,T. Storm
4378,T. Storm
4379,T. Depression
4380,T. Storm
4381,T. Depression
4382,T. Depression
4383,T. Storm
4384,T. Storm
4385,Category 2
4386,Category 3
4387,T. Storm
4388,T. Storm
4389,T. Storm
4390,T. Storm
4391,Category 4
4392,Category 1
4393,Category 2
4394,T. Depression
4395,T. Depression
4396,T. Storm
4397,T. Storm
4398,Category 2
4399,Category 2
4400,T. Storm
4401,T. Storm
4402,Category 1
4403,T. Depression
4404,T. Depression
4405,T. Depression
4406,T. Storm
4407,T. Storm
4408,Category 2
4409,T. Storm
4410,T. Depression
4411,T. Depression
4412,Category 5
4413,T. Depression
4414,T. Depression
4415,T. Depression
4416,T. Storm
4417,T. Depression
4418,T. Storm
4419,T. Storm
4420,T. Depression
4421,T. Storm
4422,T. Depression
4423,Category 4
4424,Category 4
4425,T. Storm
4426,T. Depression
4427,Category 1
4428,Category 4
4429,Category 2
4430,Category 3
4431,Category 1
4432,Category 1
4433,Category 2
4434,T. Storm
4435,T. Storm
4436,T. Storm
4437,T. Depression
4438,T. Storm
4439,Category 1
4440,Category 1
4441,Category 1
4442,T. Depression
4443,T. Storm
4444,T. Depression
4445,T. Depression
4446,T. Depression
4447,Category 1
4448,T. Depression
4449,Category 3
4450,T. Storm
4451,T. Storm
4452,Category 2
4453,Category 4
4454,T. Storm
4455,T. Storm
4456,T. Depression
4457,T. Storm
4458,T. Depression
4459,T. Depression
4460,T. Storm
4461,T. Storm
4462,T. Storm
4463,Category 1
4464,Category 1
4465,T. Storm
4466,T. Storm
4467,T. Storm
4468,T. Depression
4469,T. Storm
4470,T. Depression
4471,T. Depression
4472,T. Storm
4473,T. Storm
4474,T. Depression
4475,T. Depression
4476,T. Depression
4477,T. Depression
4478,Category 5
4479,T. Storm
4480,Category 4
4481,Category 2
4482,T. Depression
4483,T. Depression
4484,T. Depression
4485,T. Storm
4486,T. Depression
4487,T. Depression
4488,T. Storm
4489,Category 1
4490,T. Storm
4491,T. Storm
4492,Category 1
4493,T. Depression
4494,Category 4
4495,T. Storm
4496,T. Storm
4497,T. Storm
4498,T. Storm
4499,T. Storm
4500,Category 4
4501,Category 1
4502,T. Storm
4503,T. Storm
4504,T. Depression
4505,T. Depression
4506,T. Depression
4507,T. Depression
4508,T. Storm
4509,T. Storm
4510,T. Depression
4511,T. Storm
4512,Category 4
4513,T. Storm
4514,T. Storm
4515,T. Storm
4516,T. Depression
4517,T. Depression
4518,T. Storm
4519,T. Storm
4520,Category 1
4521,T. Depression
4522,T. Depression
4523,T. Depression
4524,Category 3
4525,Category 5
4526,T. Depression
4527,T. Storm
4528,T. Storm
4529,T. Storm
4530,Category 4
4531,T. Storm
4532,T. Depression
4533,T. Storm
4534,T. Storm
4535,T. Depression
4536,T. Storm
4537,T. Storm
4538,T. Storm
4539,T. Depression
4540,Category 1
4541,Category 4
4542,T. Depression
4543,Category 1
4544,Category 3
4545,T. Storm
4546,T. Depression
4547,T. Depression
4548,T. Storm
4549,T. Storm
4550,T. Depression
4551,T. Depression
4552,T. Storm
4553,T. Depression
4554,T. Storm
4555,T. Storm
4556,T. Storm
4557,Category 3
4558,T. Storm
4559,Category 4
4560,Category 3
4561,T. Depression
4562,T. Storm
4563,Category 4
4564,T. Storm
4565,T. Depression
4566,T. Storm
4567,T. Depression
4568,T. Depression
4569,T. Storm
4570,T. Storm
4571,T. Storm
4572,T. Storm
4573,T. Depression
4574,T. Storm
4575,T. Depression
4576,T. Storm
4577,T. Depression
4578,T. Storm
4579,Category 2
4580,T. Depression
4581,Category 1
4582,T. Storm
4583,T. Depression
4584,T. Storm
4585,T. Storm
4586,T. Storm
4587,T. Storm
4588,Category 2
4589,T. Depression
4590,T. Depression
4591,T. Storm
4592,Category 1
4593,T. Storm
4594,Category 3
4595,T. Storm
4596,T. Depression
4597,T. Storm
4598,T. Depression
4599,Category 1
4600,T. Depression
4601,T. Depression
4602,T. Depression
4603,T. Storm
4604,Category 4
4605,T. Storm
4606,T. Storm
4607,T. Storm
4608,T. Storm
4609,T. Depression
4610,T. Storm
4611,T. Depression
4612,T. Depression
4613,T. Storm
4614,T. Storm
4615,T. Storm
4616,T. Storm
4617,T. Depression
4618,T. Depression
4619,T. Depression
4620,T. Depression
4621,T. Depression
4622,T. Storm
4623,T. Depression
4624,T. Depression
4625,T. Storm
4626,T. Storm
4627,T. Storm
4628,T. Storm
4629,T. Depression
4630,T. Storm
4631,Category 1
4632,T. Depression
4633,T. Storm
4634,T. Storm
4635,T. Storm
4636,Category 1
4637,Category 1
4638,T. Storm
4639,T. Storm
4640,Category 3
4641,Category 1
4642,Category 2
4643,T. Depression
4644,T. Storm
4645,T. Storm
4646,T. Storm
4647,T. Storm
4648,Category 1
4649,T. Storm
4650,T. Storm
4651,T. Storm
4652,T. Depression
4653,T. Storm
4654,T. Storm
4655,T. Depression
4656,T. Depression
4657,Category 1
4658,T. Depression
4659,T. Storm
4660,T. Storm
4661,T. Depression
4662,T. Depression
4663,Category 1
4664,Category 1
4665,T. Storm
4666,T. Depression
4667,T. Depression
4668,T. Storm
4669,T. Storm
4670,T. Storm
4671,Category 1
4672,T. Storm
4673,T. Storm
4674,Category 1
4675,T. Storm
4676,T. Storm
4677,Category 2
4678,Category 4
4679,T. Depression
4680,T. Storm
4681,Category 3
4682,T. Storm
4683,T. Storm
4684,T. Depression
4685,T. Storm
4686,Category 3
4687,T. Storm
4688,T. Depression
4689,Category 3
4690,T. Depression
4691,Category 2
4692,T. Storm
4693,T. Storm
4694,Category 4
4695,T. Storm
4696,T. Storm
4697,T. Storm
4698,Category 1
4699,T. Storm
4700,T. Storm
4701,T. Storm
4702,T. Depression
4703,T. Storm
4704,T. Storm
4705,T. Depression
4706,T. Storm
4707,Category 1
4708,T. Storm
4709,T. Storm
4710,T. Depression
4711,T. Storm
4712,T. Storm
4713,T. Storm
4714,Category 1
4715,Category 2
4716,T. Storm
4717,T. Storm
4718,T. Depression
4719,T. Storm
4720,T. Storm
4721,T. Depression
4722,Category 1
4723,T. Storm
4724,T. Storm
4725,T. Storm
4726,T. Storm
4727,T. Storm
4728,Category 4
4729,T. Depression
4730,T. Storm
4731,Category 2
4732,Category 1
4733,Category 1
4734,T. Storm
4735,Category 3
4736,T. Depression
4737,Category 1
4738,Category 4
4739,T. Depression
4740,Category 4
4741,Category 1
4742,T. Storm
4743,T. Storm
4744,T. Storm
4745,T. Storm
4746,Category 1
4747,T. Storm
4748,Category 1
4749,T. Storm
4750,T. Storm
4751,T. Depression
4752,T. Storm
4753,Category 3
4754,T. Storm
4755,Category 1
4756,T. Storm
4757,T. Depression
4758,Category 3
4759,T. Storm
4760,T. Storm
4761,T. Storm
4762,T. Storm
4763,T. Storm
4764,Category 4
4765,T. Depression
4766,T. Storm
4767,T. Depression
4768,T. Storm
4769,T. Depression
4770,Category 1
4771,Category 1
4772,Category 1
4773,T. Depression
4774,Category 1
4775,T. Storm
4776,T. Storm
4777,T. Storm
4778,T. Storm
4779,T. Storm
4780,T. Storm
4781,T. Storm
4782,Category 2
4783,T. Storm
4784,T. Storm
4785,T. Depression
4786,Category 2
4787,T. Depression
4788,T. Storm
4789,T. Storm
4790,Category 5
4791,T. Depression
4792,Category 2
4793,T. Storm
4794,T. Storm
4795,T. Storm
4796,T. Depression
4797,T. Storm
4798,T. Storm
4799,T. Storm
4800,T. Depression
4801,T. Depression
4802,T. Depression
4803,T. Depression
4804,T. Storm
4805,T. Storm
4806,T. Storm
4807,T. Storm
4808,Category 2
4809,Category 3
4810,Category 1
4811,T. Storm
4812,T. Depression
4813,T. Depression
4814,T. Storm
4815,T. Storm
4816,T. Storm
4817,T. Depression
4818,T. Storm
4819,T. Depression
4820,T. Storm
4821,T. Storm
4822,T. Depression
4823,T. Storm
4824,T. Depression
4825,T. Storm
4826,T. Storm
4827,Category 4
4828,Category 1
4829,T. Storm
4830,Category 5
4831,T. Storm
4832,T. Storm
4833,T. Storm
4834,T. Storm
4835,T. Storm
4836,T. Storm
4837,T. Storm
4838,Category 1
4839,T. Storm
4840,T. Storm
4841,T. Storm
4842,T. Storm
4843,T. Storm
4844,T. Depression
4845,T. Storm
4846,T. Depression
4847,T. Storm
4848,T. Depression
4849,T. Depression
4850,T. Storm
4851,T. Depression
4852,T. Storm
4853,T. Depression
4854,T. Depression
4855,T. Depression
4856,T. Storm
4857,T. Storm
4858,Category 3
4859,T. Depression
4860,T. Depression
4861,Category 1
4862,T. Storm
4863,T. Storm
4864,T. Storm
4865,T. Depression
4866,T. Storm
4867,T. Storm
4868,T. Storm
4869,T. Storm
4870,T. Storm
4871,T. Depression
4872,T. Storm
4873,T. Depression
4874,T. Depression
4875,T. Storm
4876,T. Storm
4877,T. Depression
4878,Category 4
4879,T. Depression
4880,T. Storm
4881,T. Depression
4882,Category 1
4883,T. Depression
4884,T. Storm
4885,T. Depression
4886,T. Depression
4887,T. Storm
4888,T. Storm
4889,T. Storm
4890,T. Depression
4891,T. Storm
4892,T. Storm
4893,T. Storm
4894,Category 3
4895,T. Storm
4896,T. Depression
4897,Category 1
4898,Category 2
4899,T. Storm
4900,T. Storm
4901,Category 1
4902,T. Storm
4903,T. Storm
4904,T. Storm
4905,Category 1
4906,Category 3
4907,Category 4
4908,T. Depression
4909,T. Storm
4910,T. Depression
4911,Category 1
4912,T. Depression
4913,T. Storm
4914,T. Storm
4915,T. Storm
4916,Category 1
4917,T. Depression
4918,T. Storm
4919,T. Depression
4920,T. Storm
4921,Category 3
4922,T. Depression
4923,Category 3
4924,T. Storm
4925,T. Depression
4926,T. Storm
4927,T. Storm
4928,T. Storm
4929,T. Depression
4930,Category 2
4931,Category 1
4932,T. Depression
4933,T. Storm
4934,T. Depression
4935,T. Depression
4936,Category 1
4937,T. Storm
4938,T. Depression
4939,T. Storm
4940,T. Depression
4941,T. Depression
4942,T. Depression
4943,T. Storm
4944,Category 4
4945,Category 4
4946,Category 1
4947,T. Storm
4948,T. Depression
4949,T. Depression
4950,T. Storm
4951,Category 1
4952,T. Depression
4953,T. Depression
4954,T. Storm
4955,Category 2
4956,T. Storm
4957,T. Storm
4958,Category 3
4959,T. Storm
4960,T. Depression
4961,T. Storm
4962,Category 1
4963,T. Depression
4964,Category 3
4965,T. Storm
4966,T. Storm
4967,T. Storm
4968,T. Storm
4969,Category 1
4970,Category 1
4971,T. Storm
4972,T. Storm
4973,T. Storm
4974,T. Storm
4975,T. Depression
4976,T. Storm
4977,T. Storm
4978,T. Depression
4979,T. Depression
4980,T. Storm
4981,T. Depression
4982,T. Storm
4983,Category 3
4984,T. Storm
4985,T. Storm
4986,Category 2
4987,T. Storm
4988,T. Storm
4989,Category 1
4990,Category 1
4991,T. Depression
4992,Category 1
4993,T. Depression
4994,T. Depression
4995,Category 1
4996,T. Storm
4997,T. Storm
4998,T. Storm
4999,Category 1
5000,T. Storm
5001,T. Depression
5002,T. Depression
5003,T. Storm
5004,T. Storm
5005,Category 1
5006,T. Storm
5007,T. Storm
5008,T. Depression
5009,T. Storm
5010,T. Storm
5011,T. Depression
5012,T. Storm
5013,Category 1
5014,T. Storm
5015,T. Depression
5016,T. Storm
5017,T. Storm
5018,T. Depression
5019,T. Storm
5020,T. Storm
5021,T. Storm
5022,T. Storm
5023,T. Depression
5024,T. Storm
5025,Category 1
5026,Category 1
5027,T. Depression
5028,T. Depression
5029,T. Storm
5030,T. Storm
5031,T. Storm
5032,T. Depression
5033,T. Storm
5034,T. Depression
5035,T. Depression
5036,T. Storm
5037,T. Storm
5038,T. Depression
5039,T. Depression
5040,T. Depression
5041,T. Depression
5042,T. Depression
5043,T. Storm
5044,Category 1
5045,T. Depression
5046,T. Depression
5047,T. Depression
5048,T. Depression
5049,T. Depression
5050,T. Storm
5051,T. Depression
5052,Category 1
5053,T. Depression
5054,T. Storm
5055,Category 2
5056,T. Storm
5057,T. Storm
5058,T. Storm
5059,Category 2
5060,T. Storm
5061,Category 2
5062,Category 2
5063,T. Storm
5064,T. Depression
5065,Category 1
5066,Category 5
5067,Category 3
5068,T. Storm
5069,Category 3
5070,T. Storm
5071,T. Depression
5072,T. Storm
5073,T. Storm
5074,T. Storm
5075,T. Storm
5076,Category 1
5077,T. Depression
5078,T. Storm
5079,Category 1
5080,T. Depression
5081,T. Depression
5082,T. Storm
5083,T. Depression
5084,T. Storm
5085,T. Storm
5086,Category 1
5087,T. Depression
5088,T. Depression
5089,T. Storm
5090,Category 1
5091,T. Storm
5092,T. Storm
5093,Category 2
5094,T. Storm
5095,Category 1
5096,T. Storm
5097,T. Depression
5098,T. Storm
5099,T. Storm
5100,T. Storm
5101,T. Storm
5102,Category 4
5103,T. Depression
5104,Category 1
5105,T. Depression
5106,T. Storm
5107,T. Depression
5108,T. Storm
5109,T. Storm
5110,Category 3
5111,T. Depression
5112,T. Depression
5113,T. Storm
5114,T. Depression
5115,T. Depression
5116,T. Storm
5117,T. Storm
5118,T. Storm
5119,T. Storm
5120,T. Depression
5121,T. Depression
5122,T. Depression
5123,Category 1
5124,Category 1
5125,T. Storm
5126,T. Depression
5127,Category 1
5128,T. Storm
5129,T. Storm
5130,T. Depression
5131,Category 1
5132,T. Storm
5133,T. Storm
5134,T. Depression
5135,Category 1
5136,T. Storm
5137,T. Storm
5138,Category 1
5139,T. Storm
5140,T. Depression
5141,T. Depression
5142,T. Depression
5143,Category 1
5144,T. Depression
5145,T. Storm
5146,T. Depression
5147,T. Storm
5148,Category 1
5149,T. Storm
5150,Category 2
5151,T. Depression
5152,T. Storm
5153,T. Storm
5154,T. Storm
5155,T. Storm
5156,Category 3
5157,T. Storm
5158,Category 1
5159,T. Storm
5160,T. Storm
5161,T. Storm
5162,Category 2
5163,Category 3
5164,T. Depression
5165,T. Storm
5166,T. Depression
5167,Category 5
5168,T. Storm
5169,T. Storm
5170,Category 1
5171,T. Storm
5172,T. Storm
5173,T. Depression
5174,T. Storm
5175,T. Storm
5176,T. Storm
5177,T. Storm
5178,T. Depression
5179,Category 4
5180,T. Storm
5181,Category 1
5182,T. Storm
5183,T. Storm
5184,T. Storm
5185,Category 1
5186,T. Depression
5187,T. Depression
5188,T. Storm
5189,T. Storm
5190,T. Storm
5191,T. Storm
5192,T. Storm
5193,T. Storm
5194,T. Storm
5195,T. Depression
5196,T. Storm
5197,Category 1
5198,T. Depression
5199,T. Storm
5200,T. Storm
5201,T. Storm
5202,T. Storm
5203,T. Storm
5204,T. Depression
5205,T. Storm
5206,T. Depression
5207,T. Storm
5208,Category 1
5209,T. Storm
5210,T. Storm
5211,Category 2
5212,T. Storm
5213,Category 1
5214,T. Depression
5215,T. Storm
5216,T. Depression
5217,T. Depression
5218,Category 3
5219,T. Storm
5220,T. Storm
5221,Category 1
5222,T. Storm
5223,T. Storm
5224,T. Depression
5225,T. Storm
5226,T. Depression
5227,T. Depression
5228,T. Storm
5229,T. Depression
5230,T. Storm
5231,T. Depression
5232,T. Storm
5233,T. Depression
5234,T. Storm
5235,T. Storm
5236,Category 1
5237,T. Storm
5238,T. Storm
5239,T. Depression
5240,T. Storm
5241,T. Storm
5242,T. Storm
5243,T. Depression
5244,Category 3
5245,T. Depression
5246,T. Depression
5247,Category 2
5248,T. Storm
5249,T. Storm
5250,T. Storm
5251,T. Depression
5252,Category 3
5253,T. Depression
5254,T. Storm
5255,Category 3
5256,T. Depression
5257,T. Storm
5258,T. Depression
5259,Category 5
5260,T. Storm
5261,T. Storm
5262,T. Storm
5263,T. Storm
5264,T. Storm
5265,T. Storm
5266,Category 1
5267,T. Storm
5268,T. Depression
5269,T. Storm
5270,T. Storm
5271,T. Depression
5272,T. Storm
5273,T. Storm
5274,Category 3
5275,T. Depression
5276,T. Storm
5277,Category 1
5278,Category 2
5279,T. Storm
5280,Category 3
5281,T. Depression
5282,T. Storm
5283,T. Depression
5284,T. Depression
5285,T. Depression
5286,T. Storm
5287,Category 1
5288,T. Depression
5289,T. Storm
5290,T. Storm
5291,Category 2
5292,T. Storm
5293,Category 1
5294,T. Storm
5295,Category 1
5296,Category 2
5297,T. Depression
5298,Category 1
5299,T. Depression
5300,T. Storm
5301,T. Storm
5302,T. Storm
5303,Category 3
5304,T. Storm
5305,T. Storm
5306,Category 1
5307,T. Depression
5308,T. Depression
5309,T. Depression
5310,Category 3
5311,T. Storm
5312,T. Storm
5313,T. Storm
5314,T. Depression
5315,T. Depression
5316,T. Storm
5317,T. Depression
5318,T. Storm
5319,T. Storm
5320,T. Storm
5321,T. Depression
5322,Category 1
5323,T. Storm
5324,T. Storm
5325,T. Depression
5326,Category 2
5327,T. Depression
5328,T. Storm
5329,T. Storm
5330,T. Depression
5331,T. Storm
5332,T. Storm
5333,Category 1
5334,T. Storm
5335,T. Storm
5336,T. Depression
5337,T. Storm
5338,T. Storm
5339,Category 3
5340,T. Storm
5341,T. Storm
5342,T. Storm
5343,T. Storm
5344,T. Storm
5345,T. Storm
5346,T. Storm
5347,T. Storm
5348,T. Depression
5349,T. Storm
5350,T. Storm
5351,T. Depression
5352,T. Storm
5353,T. Storm
5354,T. Depression
5355,T. Storm
5356,T. Storm
5357,Category 3
5358,T. Storm
5359,T. Depression
5360,T. Storm
5361,T. Depression
5362,T. Storm
5363,T. Storm
5364,T. Storm
5365,T. Depression
5366,T. Storm
5367,T. Storm
5368,Category 3
5369,T. Storm
5370,T. Depression
5371,T. Depression
5372,T. Depression
5373,T. Storm
5374,T. Depression
5375,T. Depression
5376,Category 1
5377,T. Depression
5378,T. Storm
5379,T. Depression
5380,T. Storm
5381,Category 1
5382,T. Storm
5383,T. Depression
5384,T. Storm
5385,T. Storm
5386,T. Storm
5387,T. Storm
5388,T. Depression
5389,T. Depression
5390,T. Storm
5391,T. Depression
5392,T. Storm
5393,T. Depression
5394,T. Storm
5395,T. Depression
5396,Category 1
5397,T. Depression
5398,T. Depression
5399,T. Storm
5400,Category 1
5401,T. Depression
5402,T. Storm
5403,T. Storm
5404,Category 3
5405,T. Depression
5406,T. Storm
5407,T. Storm
5408,T. Storm
5409,T. Storm
5410,Category 1
5411,Category 1
5412,T. Storm
5413,T. Storm
5414,Category 4
5415,T. Depression
5416,T. Storm
5417,T. Storm
5418,Category 3
5419,T. Storm
5420,Category 3
5421,T. Storm
5422,T. Storm
5423,T. Depression
5424,T. Storm
5425,T. Storm
5426,T. Storm
5427,T. Depression
5428,T. Storm
5429,T. Depression
5430,T. Storm
5431,T. Depression
5432,Category 1
5433,T. Depression
5434,Category 2
