,Wind Speed
1731,Category 3
1732,Category 1
1733,T. Storm
1734,Category 2
1735,T. Storm
1736,T. Depression
1737,Category 3
1738,T. Storm
1739,T. Storm
1740,T. Depression
1741,T. Storm
1742,Category 1
1743,T. Depression
1744,Category 1
1745,Category 3
1746,T. Storm
1747,T. Depression
1748,T. Storm
1749,T. Storm
1750,T. Depression
1751,T. Depression
1752,T. Depression
1753,Category 1
1754,Category 3
1755,T. Depression
1756,Category 3
1757,T. Depression
1758,T. Depression
1759,Category 3
1760,T. Storm
1761,T. Depression
1762,Category 1
1763,T. Depression
1764,T. Depression
1765,T. Depression
1766,Category 3
1767,T. Depression
1768,T. Depression
1769,Category 3
1770,T. Storm
1771,Category 2
1772,T. Depression
1773,Category 1
1774,T. Storm
1775,Category 3
1776,T. Depression
1777,Category 1
1778,T. Storm
1779,T. Storm
1780,T. Depression
1781,T. Depression
1782,Category 1
1783,T. Depression
1784,T. Depression
1785,T. Depression
1786,Category 1
1787,T. Depression
1788,T. Storm
1789,T. Storm
1790,T. Storm
1791,Category 2
1792,Category 2
1793,T. Storm
1794,T. Storm
1795,T. Storm
1796,T. Storm
1797,T. Depression
1798,T. Storm
1799,T. Depression
1800,Category 1
1801,T. Storm
1802,T. Storm
1803,T. Depression
1804,T. Storm
1805,Category 3
1806,Category 3
1807,T. Storm
1808,Category 2
1809,Category 3
1810,Category 3
1811,Category 3
1812,Category 1
1813,T. Storm
1814,T. Storm
1815,T. Storm
1816,T. Storm
1817,Category 3
1818,T. Depression
1819,T. Depression
1820,T. Storm
1821,T. Storm
1822,T. Depression
1823,T. Depression
1824,T. Depression
1825,Category 1
1826,Category 2
1827,Category 3
1828,T. Storm
1829,T. Storm
1830,Category 2
1831,Category 1
1832,T. Depression
1833,T. Depression
1834,Category 3
1835,T. Depression
1836,Category 3
1837,Category 1
1838,T. Storm
1839,Category 1
1840,Category 3
1841,T. Storm
1842,T. Depression
1843,T. Depression
1844,T. Storm
1845,T. Storm
1846,Category 3
1847,T. Depression
1848,T. Storm
1849,T. Depression
1850,Category 3
1851,T. Storm
1852,Category 2
1853,T. Depression
1854,Category 1
1855,T. Depression
1856,Category 3
1857,T. Storm
1858,T. Depression
1859,Category 1
1860,T. Depression
1861,T. Depression
1862,T. Depression
1863,Category 1
1864,T. Depression
1865,T. Depression
1866,Category 1
1867,Category 3
1868,Category 3
1869,T. Depression
1870,T. Depression
1871,T. Depression
1872,T. Storm
1873,T. Storm
1874,T. Storm
1875,T. Depression
1876,T. Depression
1877,Category 3
1878,Category 1
1879,Category 1
1880,Category 1
1881,Category 2
1882,T. Depression
1883,T. Storm
1884,T. Depression
1885,Category 1
1886,Category 1
1887,T. Storm
1888,T. Depression
1889,T. Depression
1890,T. Depression
1891,Category 1
1892,Category 2
1893,T. Depression
1894,Category 1
1895,T. Storm
1896,T. Storm
1897,Category 3
1898,T. Depression
1899,Category 3
1900,Category 2
1901,T. Depression
1902,T. Depression
1903,Category 1
1904,Category 3
1905,T. Depression
1906,Category 1
1907,T. Storm
1908,Category 2
1909,T. Depression
1910,T. Storm
1911,Category 1
1912,Category 2
1913,Category 3
1914,T. Depression
1915,T. Storm
1916,Category 3
1917,T. Storm
1918,T. Storm
1919,T. Depression
1920,T. Storm
1921,T. Storm
1922,T. Storm
1923,T. Depression
1924,T. Storm
1925,T. Depression
1926,T. Storm
1927,T. Depression
1928,T. Depression
1929,T. Depression
1930,Category 1
1931,T. Storm
1932,T. Depression
1933,Category 1
1934,Category 1
1935,T. Depression
1936,T. Depression
1937,T. Storm
1938,T. Storm
1939,T. Storm
1940,Category 3
1941,T. Depression
1942,Category 1
1943,T. Depression
1944,T. Storm
1945,T. Storm
1946,T. Storm
1947,Category 3
1948,Category 3
1949,Category 1
1950,T. Storm
1951,Category 1
1952,T. Storm
1953,T. Storm
1954,T. Storm
1955,Category 1
1956,T. Storm
1957,Category 1
1958,Category 1
1959,T. Storm
1960,Category 3
1961,Category 2
1962,T. Depression
1963,T. Depression
1964,T. Depression
1965,T. Storm
1966,T. Storm
1967,T. Depression
1968,Category 3
1969,Category 3
1970,T. Depression
1971,Category 3
1972,T. Depression
1973,Category 3
1974,T. Storm
1975,T. Depression
1976,Category 1
1977,T. Storm
1978,Category 1
1979,T. Depression
1980,T. Storm
1981,Category 1
1982,Category 1
1983,T. Storm
1984,T. Depression
1985,T. Storm
1986,Category 1
1987,Category 1
1988,T. Storm
1989,Category 2
1990,Category 2
1991,T. Depression
1992,T. Storm
1993,T. Storm
1994,T. Depression
1995,Category 3
1996,T. Depression
1997,Category 3
1998,Category 2
1999,T. Storm
2000,T. Storm
2001,T. Depression
2002,T. Depression
2003,T. Storm
2004,T. Depression
2005,Category 1
2006,T. Storm
2007,T. Storm
2008,T. Depression
2009,T. Storm
2010,T. Storm
2011,Category 1
2012,T. Storm
2013,T. Storm
2014,T. Storm
2015,T. Depression
2016,Category 2
2017,Category 1
2018,Category 2
2019,T. Depression
2020,T. Storm
2021,Category 3
2022,Category 3
2023,T. Depression
2024,Category 3
2025,T. Depression
2026,Category 3
2027,T. Depression
2028,T. Depression
2029,Category 3
2030,T. Storm
2031,Category 1
2032,T. Depression
2033,T. Depression
2034,T. Storm
2035,T. Depression
2036,T. Depression
2037,T. Storm
2038,T. Storm
2039,T. Depression
2040,Category 1
2041,T. Depression
2042,T. Depression
2043,T. Depression
2044,T. Storm
2045,Category 3
2046,T. Depression
2047,T. Storm
2048,Category 1
2049,T. Storm
2050,T. Depression
2051,T. Depression
2052,T. Depression
2053,T. Storm
2054,T. Storm
2055,T. Depression
2056,T. Storm
2057,T. Depression
2058,T. Storm
2059,T. Storm
2060,T. Depression
2061,T. Storm
2062,T. Storm
2063,T. Depression
2064,T. Depression
2065,Category 3
2066,Category 1
2067,Category 3
2068,T. Depression
2069,Category 3
2070,T. Storm
2071,T. Depression
2072,Category 3
2073,Category 1
2074,Category 3
2075,Category 1
2076,T. Depression
2077,T. Depression
2078,Category 1
2079,T. Depression
2080,Category 2
2081,T. Storm
2082,T. Depression
2083,T. Depression
2084,T. Depression
2085,T. Depression
2086,Category 1
2087,T. Storm
2088,T. Depression
2089,T. Storm
2090,Category 3
2091,T. Depression
2092,T. Storm
2093,Category 1
2094,Category 2
2095,Category 3
2096,T. Depression
2097,T. Depression
2098,Category 1
2099,Category 1
2100,T. Depression
2101,T. Depression
2102,Category 1
2103,T. Depression
2104,T. Storm
2105,T. Storm
2106,Category 3
2107,T. Storm
2108,T. Depression
2109,T. Depression
2110,T. Depression
2111,Category 2
2112,T. Storm
2113,T. Storm
2114,T. Storm
2115,T. Depression
2116,T. Storm
2117,T. Storm
2118,T. Storm
2119,T. Depression
2120,T. Depression
2121,Category 1
2122,Category 1
2123,T. Storm
2124,T. Depression
2125,Category 1
2126,Category 2
2127,Category 2
2128,Category 3
2129,T. Depression
2130,Category 1
2131,T. Depression
2132,Category 1
2133,T. Storm
2134,Category 2
2135,T. Depression
2136,T. Storm
2137,Category 2
2138,T. Depression
2139,T. Storm
2140,Category 1
2141,Category 2
2142,Category 3
2143,Category 3
2144,T. Storm
2145,T. Depression
2146,T. Depression
2147,T. Storm
2148,Category 3
2149,T. Depression
2150,T. Storm
2151,T. Storm
2152,T. Storm
2153,Category 3
2154,T. Depression
2155,T. Depression
2156,T. Depression
2157,T. Depression
2158,T. Storm
2159,T. Depression
2160,T. Storm
2161,T. Depression
2162,T. Storm
2163,T. Depression
2164,T. Storm
2165,T. Depression
2166,T. Depression
2167,T. Storm
2168,T. Storm
2169,T. Storm
2170,Category 3
2171,Category 3
2172,Category 1
2173,T. Depression
2174,T. Depression
2175,T. Depression
2176,Category 2
2177,T. Depression
2178,T. Depression
2179,T. Depression
2180,T. Storm
2181,T. Depression
2182,T. Depression
2183,Category 3
2184,T. Storm
2185,T. Depression
2186,Category 3
2187,Category 2
2188,T. Depression
2189,T. Depression
2190,T. Storm
2191,T. Depression
2192,T. Storm
2193,Category 3
2194,T. Depression
2195,T. Storm
2196,T. Depression
2197,T. Depression
2198,T. Depression
2199,T. Depression
2200,T. Depression
2201,Category 3
2202,Category 3
2203,T. Depression
2204,Category 1
2205,T. Depression
2206,Category 3
2207,T. Storm
2208,T. Storm
2209,Category 3
2210,Category 3
2211,T. Storm
2212,T. Depression
2213,T. Depression
2214,Category 3
2215,Category 1
2216,Category 2
2217,T. Storm
2218,T. Depression
2219,Category 1
2220,Category 1
2221,T. Storm
2222,T. Depression
2223,Category 2
2224,Category 1
2225,T. Depression
2226,T. Depression
2227,Category 1
2228,T. Storm
2229,Category 3
2230,T. Depression
2231,Category 1
2232,Category 3
2233,T. Depression
2234,Category 1
2235,T. Storm
2236,T. Storm
2237,Category 2
2238,T. Storm
2239,Category 3
2240,Category 1
2241,Category 1
2242,Category 3
2243,Category 2
2244,T. Depression
2245,Category 1
2246,T. Depression
2247,Category 2
2248,T. Depression
2249,Category 1
2250,T. Depression
2251,Category 1
2252,Category 1
2253,Category 3
2254,Category 2
2255,T. Storm
2256,T. Storm
2257,Category 1
2258,T. Storm
2259,T. Depression
2260,T. Storm
2261,T. Storm
2262,T. Depression
2263,Category 1
2264,Category 3
2265,T. Depression
2266,Category 3
2267,Category 3
2268,T. Storm
2269,T. Depression
2270,Category 3
2271,T. Depression
2272,Category 3
2273,T. Storm
2274,T. Storm
2275,T. Storm
2276,T. Depression
2277,T. Storm
2278,T. Depression
2279,Category 3
2280,T. Storm
2281,T. Storm
2282,T. Storm
2283,Category 2
2284,T. Storm
2285,T. Storm
2286,T. Depression
2287,T. Depression
2288,T. Storm
2289,T. Depression
2290,Category 2
2291,T. Storm
2292,Category 3
2293,T. Depression
2294,T. Depression
2295,T. Depression
2296,T. Storm
2297,Category 3
2298,T. Storm
2299,Category 3
2300,Category 2
2301,T. Storm
2302,T. Storm
2303,Category 3
2304,Category 1
2305,T. Storm
2306,T. Depression
2307,T. Storm
2308,Category 3
2309,T. Depression
2310,T. Storm
2311,T. Depression
2312,Category 2
2313,T. Depression
2314,Category 3
2315,Category 3
2316,T. Storm
2317,T. Storm
2318,T. Storm
2319,T. Storm
2320,T. Storm
2321,T. Storm
2322,Category 3
2323,T. Depression
2324,T. Depression
2325,T. Depression
2326,T. Depression
2327,T. Depression
2328,T. Storm
2329,T. Storm
2330,T. Depression
2331,T. Storm
2332,Category 3
2333,Category 1
2334,T. Depression
2335,Category 3
2336,T. Storm
2337,T. Storm
2338,T. Storm
2339,T. Storm
2340,T. Storm
2341,T. Depression
2342,Category 1
2343,Category 1
2344,T. Depression
2345,T. Depression
2346,T. Storm
2347,T. Depression
2348,T. Depression
2349,T. Depression
2350,T. Depression
2351,T. Storm
2352,T. Storm
2353,T. Depression
2354,T. Depression
2355,Category 1
2356,T. Storm
2357,T. Storm
2358,T. Storm
2359,T. Depression
2360,Category 3
2361,Category 3
2362,T. Depression
2363,T. Depression
2364,Category 2
2365,T. Storm
2366,T. Depression
2367,Category 3
2368,T. Storm
2369,Category 1
2370,T. Storm
2371,Category 3
2372,Category 3
2373,T. Depression
2374,T. Depression
2375,T. Depression
2376,T. Storm
2377,T. Storm
2378,Category 3
2379,Category 1
2380,Category 3
2381,T. Storm
2382,Category 1
2383,Category 3
2384,T. Depression
2385,T. Depression
2386,T. Depression
2387,Category 1
2388,Category 3
2389,T. Depression
2390,T. Depression
2391,T. Depression
2392,T. Storm
2393,T. Depression
2394,T. Depression
2395,Category 1
2396,T. Storm
2397,T. Storm
2398,Category 3
2399,T. Storm
2400,T. Depression
2401,T. Storm
2402,T. Storm
2403,T. Storm
2404,Category 3
2405,T. Storm
2406,T. Storm
2407,T. Storm
2408,T. Storm
2409,T. Depression
2410,T. Depression
2411,Category 3
2412,Category 3
2413,Category 1
2414,T. Storm
2415,T. Depression
2416,Category 1
2417,T. Storm
2418,T. Storm
2419,T. Depression
2420,T. Depression
2421,Category 3
2422,T. Storm
2423,T. Storm
2424,T. Storm
2425,T. Storm
2426,T. Depression
2427,T. Storm
2428,Category 1
2429,T. Storm
2430,Category 1
2431,T. Depression
2432,Category 2
2433,T. Storm
2434,T. Depression
2435,Category 3
2436,Category 3
2437,Category 2
2438,T. Depression
2439,Category 3
2440,T. Depression
2441,T. Depression
2442,T. Depression
2443,Category 1
2444,T. Depression
2445,T. Storm
2446,T. Storm
2447,T. Depression
2448,T. Depression
2449,Category 3
2450,T. Depression
2451,T. Storm
2452,Category 1
2453,T. Storm
2454,T. Storm
2455,Category 1
2456,Category 2
2457,T. Storm
2458,T. Storm
2459,T. Storm
2460,Category 1
2461,Category 1
2462,Category 2
2463,Category 3
2464,T. Depression
2465,T. Depression
2466,T. Storm
2467,T. Storm
2468,Category 2
2469,T. Storm
2470,Category 3
2471,T. Depression
2472,T. Storm
2473,T. Depression
2474,Category 3
2475,Category 1
2476,Category 3
2477,Category 1
2478,T. Depression
2479,T. Storm
2480,Category 2
2481,Category 1
2482,T. Storm
2483,Category 2
2484,Category 1
2485,T. Depression
2486,T. Depression
2487,Category 3
2488,T. Storm
2489,T. Storm
2490,T. Storm
2491,T. Depression
2492,T. Depression
2493,Category 3
2494,T. Depression
2495,Category 3
2496,Category 3
2497,T. Storm
2498,Category 3
2499,T. Depression
2500,T. Depression
2501,T. Storm
2502,T. Depression
2503,T. Storm
2504,Category 3
2505,Category 1
2506,T. Depression
2507,Category 2
2508,Category 1
2509,T. Depression
2510,Category 3
2511,T. Storm
2512,T. Storm
2513,T. Storm
2514,T. Depression
2515,Category 1
2516,T. Depression
2517,Category 3
2518,Category 2
2519,T. Depression
2520,T. Depression
2521,T. Depression
2522,T. Storm
2523,T. Depression
2524,T. Depression
2525,T. Depression
2526,T. Storm
2527,Category 3
2528,T. Depression
2529,Category 2
2530,T. Storm
2531,Category 3
2532,T. Storm
2533,T. Storm
2534,T. Depression
2535,T. Depression
2536,T. Depression
2537,Category 3
2538,T. Depression
2539,Category 3
2540,T. Depression
2541,Category 3
2542,T. Depression
2543,Category 3
2544,T. Depression
2545,Category 1
2546,T. Depression
2547,T. Depression
2548,Category 2
2549,T. Storm
2550,Category 3
2551,Category 3
2552,T. Storm
2553,T. Depression
2554,T. Depression
2555,Category 1
2556,Category 3
2557,T. Storm
2558,Category 1
2559,Category 3
2560,Category 1
2561,T. Storm
2562,T. Storm
2563,T. Depression
2564,Category 1
2565,Category 3
2566,Category 1
2567,T. Storm
2568,T. Storm
2569,T. Storm
2570,T. Depression
2571,Category 2
2572,Category 2
2573,T. Depression
2574,T. Depression
2575,T. Storm
2576,Category 3
2577,T. Storm
2578,Category 1
2579,Category 3
2580,T. Storm
2581,T. Depression
2582,T. Storm
2583,T. Depression
2584,Category 3
2585,Category 3
2586,T. Depression
2587,Category 3
2588,Category 3
2589,T. Storm
2590,Category 2
2591,T. Storm
2592,Category 3
2593,T. Depression
2594,T. Depression
2595,T. Storm
2596,T. Depression
2597,Category 2
2598,T. Storm
2599,T. Storm
2600,T. Depression
2601,T. Storm
2602,T. Depression
2603,T. Depression
2604,T. Storm
2605,T. Storm
2606,Category 3
2607,T. Depression
2608,T. Storm
2609,Category 3
2610,T. Depression
2611,T. Depression
2612,Category 3
2613,T. Storm
2614,T. Storm
2615,T. Storm
2616,Category 3
2617,Category 3
2618,T. Depression
2619,Category 3
2620,T. Storm
2621,T. Depression
2622,T. Depression
2623,Category 1
2624,T. Depression
2625,T. Storm
2626,T. Depression
2627,T. Depression
2628,Category 3
2629,T. Depression
2630,Category 3
2631,Category 3
2632,Category 3
2633,Category 3
2634,T. Depression
2635,T. Storm
2636,Category 3
2637,T. Storm
2638,T. Depression
2639,T. Depression
2640,T. Depression
2641,Category 3
2642,Category 2
2643,Category 1
2644,T. Depression
2645,Category 2
2646,T. Depression
2647,T. Depression
2648,Category 2
2649,Category 3
2650,T. Storm
2651,T. Storm
2652,T. Storm
2653,T. Storm
2654,T. Depression
2655,Category 1
2656,T. Storm
2657,T. Storm
2658,Category 3
2659,T. Depression
2660,T. Storm
2661,Category 2
2662,Category 3
2663,Category 3
2664,T. Depression
2665,T. Depression
2666,T. Storm
2667,T. Storm
2668,Category 1
2669,Category 1
2670,Category 1
2671,T. Storm
2672,T. Storm
2673,Category 1
2674,T. Storm
2675,T. Depression
2676,T. Storm
2677,T. Storm
2678,T. Depression
2679,T. Depression
2680,Category 3
2681,T. Storm
2682,Category 1
2683,T. Storm
2684,T. Depression
2685,T. Storm
2686,T. Depression
2687,T. Storm
2688,T. Depression
2689,Category 1
2690,Category 3
2691,T. Depression
2692,Category 3
2693,T. Storm
2694,T. Storm
2695,T. Depression
2696,T. Storm
2697,T. Depression
2698,Category 1
2699,T. Storm
2700,Category 1
2701,Category 3
2702,Category 3
2703,T. Depression
2704,T. Storm
2705,T. Depression
2706,Category 2
2707,T. Storm
2708,Category 2
2709,T. Depression
2710,T. Depression
2711,T. Depression
2712,T. Depression
2713,Category 1
2714,Category 3
2715,T. Depression
2716,T. Depression
2717,Category 2
2718,T. Depression
2719,Category 3
2720,T. Depression
2721,T. Depression
2722,T. Storm
2723,T. Depression
2724,Category 3
2725,T. Storm
2726,T. Depression
2727,T. Depression
2728,T. Depression
2729,T. Storm
2730,T. Storm
2731,Category 2
2732,Category 3
2733,Category 1
2734,Category 1
2735,T. Storm
2736,T. Depression
2737,Category 3
2738,T. Storm
2739,T. Depression
2740,T. Depression
2741,Category 1
2742,Category 3
2743,T. Depression
2744,T. Depression
2745,T. Depression
2746,T. Storm
2747,T. Depression
2748,T. Storm
2749,T. Storm
2750,Category 3
2751,T. Depression
2752,Category 3
2753,T. Storm
2754,Category 1
2755,T. Depression
2756,T. Depression
2757,T. Depression
2758,T. Storm
2759,Category 1
2760,Category 1
2761,T. Storm
2762,Category 2
2763,Category 1
2764,T. Storm
2765,T. Depression
2766,T. Depression
2767,Category 2
2768,T. Depression
2769,T. Depression
2770,T. Storm
2771,T. Depression
2772,T. Storm
2773,T. Depression
2774,T. Storm
2775,T. Depression
2776,Category 3
2777,T. Storm
2778,T. Depression
2779,Category 3
2780,T. Storm
2781,Category 1
2782,Category 2
2783,T. Depression
2784,T. Storm
2785,T. Storm
2786,Category 1
2787,Category 3
2788,T. Depression
2789,T. Storm
2790,Category 3
2791,T. Storm
2792,T. Depression
2793,T. Depression
2794,T. Storm
2795,Category 3
2796,Category 1
2797,Category 1
2798,T. Depression
2799,Category 1
2800,T. Depression
2801,Category 2
2802,T. Storm
2803,Category 3
2804,T. Depression
2805,T. Depression
2806,T. Depression
2807,T. Depression
2808,T. Storm
2809,T. Depression
2810,T. Storm
2811,T. Depression
2812,T. Storm
2813,T. Storm
2814,T. Depression
2815,T. Storm
2816,T. Depression
2817,T. Depression
2818,T. Storm
2819,T. Storm
2820,T. Storm
2821,Category 2
2822,T. Depression
2823,T. Depression
2824,T. Storm
2825,T. Depression
2826,Category 1
2827,T. Storm
2828,T. Depression
2829,T. Depression
2830,T. Storm
2831,T. Depression
2832,Category 1
2833,T. Storm
2834,T. Depression
2835,T. Depression
2836,T. Depression
2837,Category 1
2838,T. Storm
2839,T. Storm
2840,T. Depression
2841,T. Storm
2842,Category 1
2843,T. Depression
2844,T. Depression
2845,T. Storm
2846,Category 3
2847,T. Storm
2848,T. Depression
2849,T. Depression
2850,Category 3
2851,T. Storm
2852,Category 1
2853,T. Depression
2854,T. Depression
2855,Category 3
2856,T. Storm
2857,T. Storm
2858,Category 3
2859,T. Depression
2860,T. Storm
2861,T. Depression
2862,T. Storm
2863,T. Depression
2864,T. Storm
2865,Category 2
2866,Category 3
2867,Category 1
2868,Category 1
2869,Category 3
2870,T. Storm
2871,T. Storm
2872,T. Depression
2873,T. Storm
2874,T. Storm
2875,Category 3
2876,T. Depression
2877,Category 3
2878,Category 2
2879,T. Storm
2880,Category 3
2881,T. Depression
2882,T. Depression
2883,Category 1
2884,T. Depression
2885,Category 2
2886,Category 2
2887,T. Depression
2888,T. Depression
2889,Category 1
2890,T. Depression
2891,T. Depression
2892,T. Depression
2893,T. Depression
2894,T. Depression
2895,T. Depression
2896,Category 1
2897,Category 1
2898,Category 3
2899,T. Storm
2900,T. Depression
2901,Category 1
2902,T. Storm
2903,T. Depression
2904,T. Storm
2905,Category 2
2906,T. Depression
2907,Category 2
2908,T. Depression
2909,T. Depression
2910,T. Storm
2911,Category 3
2912,Category 1
2913,T. Depression
2914,T. Depression
2915,T. Depression
2916,T. Depression
2917,T. Storm
2918,T. Depression
2919,Category 2
2920,Category 2
2921,Category 1
2922,T. Depression
2923,Category 2
2924,T. Depression
2925,Category 1
2926,T. Storm
2927,T. Storm
2928,Category 3
2929,T. Depression
2930,Category 3
2931,Category 3
2932,T. Depression
2933,Category 3
2934,Category 1
2935,T. Storm
2936,T. Depression
2937,T. Depression
2938,Category 2
2939,T. Depression
2940,T. Storm
2941,T. Depression
2942,T. Storm
2943,T. Depression
2944,Category 3
2945,T. Storm
2946,Category 3
2947,T. Storm
2948,T. Depression
2949,T. Storm
2950,T. Depression
2951,T. Depression
2952,T. Storm
2953,T. Depression
2954,T. Depression
2955,T. Storm
2956,T. Depression
2957,T. Depression
2958,T. Depression
2959,T. Storm
2960,T. Depression
2961,Category 1
2962,T. Storm
2963,T. Storm
2964,T. Depression
2965,Category 2
2966,T. Depression
2967,T. Depression
2968,T. Depression
2969,T. Storm
2970,Category 3
2971,T. Depression
2972,T. Storm
2973,T. Storm
2974,T. Depression
2975,T. Depression
2976,T. Storm
2977,T. Storm
2978,T. Storm
2979,T. Storm
2980,Category 2
2981,T. Depression
2982,T. Storm
2983,T. Storm
2984,T. Depression
2985,Category 1
2986,T. Depression
2987,T. Depression
2988,Category 2
2989,T. Storm
2990,Category 3
2991,Category 2
2992,T. Storm
2993,T. Depression
2994,Category 3
2995,Category 1
2996,Category 3
2997,T. Depression
2998,T. Depression
2999,T. Depression
3000,T. Depression
3001,T. Storm
3002,T. Depression
3003,T. Depression
3004,Category 2
3005,T. Storm
3006,T. Storm
3007,T. Storm
3008,Category 3
3009,T. Depression
3010,Category 3
3011,T. Storm
3012,T. Storm
3013,T. Storm
3014,T. Storm
3015,Category 3
3016,T. Depression
3017,Category 1
3018,Category 2
3019,T. Depression
3020,Category 3
3021,T. Storm
3022,T. Depression
3023,Category 1
3024,Category 1
3025,Category 3
3026,T. Storm
3027,Category 1
3028,T. Depression
3029,T. Depression
3030,T. Storm
3031,T. Storm
3032,Category 1
3033,Category 3
3034,T. Depression
3035,Category 2
3036,T. Depression
3037,T. Depression
3038,Category 3
3039,T. Storm
3040,T. Depression
3041,T. Depression
3042,Category 3
3043,T. Storm
3044,T. Depression
3045,T. Storm
3046,T. Depression
3047,T. Storm
3048,T. Depression
3049,T. Storm
3050,T. Storm
3051,Category 1
3052,Category 2
3053,T. Depression
3054,T. Depression
3055,T. Depression
3056,T. Depression
3057,T. Depression
3058,T. Depression
3059,T. Storm
3060,Category 3
3061,T. Depression
3062,T. Depression
3063,Category 3
3064,T. Depression
3065,T. Storm
3066,T. Storm
3067,Category 2
3068,T. Storm
3069,T. Depression
3070,T. Depression
3071,T. Depression
3072,T. Depression
3073,T. Storm
3074,Category 3
3075,Category 3
3076,T. Storm
3077,Category 3
3078,Category 3
3079,Category 3
3080,T. Storm
3081,T. Depression
3082,Category 1
3083,T. Storm
3084,T. Storm
3085,Category 3
3086,T. Storm
3087,T. Depression
3088,Category 3
3089,T. Storm
3090,T. Depression
3091,T. Storm
3092,T. Depression
3093,T. Depression
3094,T. Storm
3095,T. Depression
3096,Category 3
3097,T. Depression
3098,Category 3
3099,T. Depression
3100,Category 3
3101,T. Storm
3102,Category 1
3103,T. Depression
3104,Category 2
3105,T. Depression
3106,Category 3
3107,Category 3
3108,T. Depression
3109,Category 3
3110,T. Depression
3111,T. Depression
3112,T. Depression
3113,T. Depression
3114,T. Depression
3115,T. Depression
3116,Category 3
3117,T. Depression
3118,T. Depression
3119,T. Depression
3120,T. Depression
3121,T. Depression
3122,T. Storm
3123,T. Depression
3124,Category 3
3125,T. Depression
3126,Category 3
3127,T. Depression
3128,T. Storm
3129,T. Depression
3130,Category 1
3131,Category 1
3132,Category 1
3133,T. Storm
3134,Category 1
3135,T. Storm
3136,Category 2
3137,T. Storm
3138,Category 3
3139,T. Depression
3140,T. Depression
3141,Category 2
3142,T. Storm
3143,T. Storm
3144,T. Storm
3145,Category 1
3146,T. Depression
3147,T. Depression
3148,Category 1
3149,T. Storm
3150,Category 3
3151,T. Storm
3152,Category 3
3153,T. Depression
3154,T. Storm
3155,T. Storm
3156,T. Storm
3157,T. Depression
3158,T. Depression
3159,T. Depression
3160,T. Depression
3161,Category 3
3162,T. Depression
3163,T. Depression
3164,T. Storm
3165,T. Storm
3166,T. Depression
3167,T. Depression
3168,T. Storm
3169,Category 1
3170,Category 3
3171,T. Depression
3172,T. Depression
3173,Category 1
3174,T. Depression
3175,T. Storm
3176,T. Depression
3177,Category 3
3178,T. Depression
3179,T. Depression
3180,T. Depression
3181,Category 1
3182,T. Storm
3183,T. Depression
3184,Category 1
3185,T. Depression
3186,Category 1
3187,Category 3
3188,T. Storm
3189,T. Storm
3190,Category 2
3191,T. Depression
3192,T. Storm
3193,T. Depression
3194,T. Depression
3195,T. Depression
3196,T. Storm
3197,Category 1
3198,Category 3
3199,T. Depression
3200,T. Depression
3201,T. Depression
3202,T. Depression
3203,Category 2
3204,T. Depression
3205,Category 1
3206,T. Depression
3207,T. Storm
3208,T. Depression
3209,Category 3
3210,T. Depression
3211,T. Depression
3212,T. Depression
3213,Category 1
3214,Category 2
3215,Category 3
3216,T. Depression
3217,Category 1
3218,Category 3
3219,T. Storm
3220,T. Storm
3221,Category 1
3222,T. Depression
3223,Category 2
3224,T. Depression
3225,T. Depression
3226,T. Depression
3227,T. Storm
3228,Category 3
3229,T. Depression
3230,T. Depression
3231,T. Depression
3232,T. Storm
3233,T. Storm
3234,Category 3
3235,Category 1
3236,Category 1
3237,T. Storm
3238,Category 3
3239,Category 1
3240,Category 3
3241,T. Depression
3242,T. Depression
3243,T. Depression
3244,T. Storm
3245,T. Depression
3246,Category 3
3247,T. Depression
3248,Category 3
3249,T. Depression
3250,T. Depression
3251,T. Depression
3252,T. Depression
3253,Category 3
3254,Category 2
3255,T. Depression
3256,T. Depression
3257,T. Storm
3258,Category 1
3259,T. Depression
3260,T. Storm
3261,T. Depression
3262,Category 1
3263,T. Storm
3264,Category 1
3265,T. Storm
3266,T. Depression
3267,Category 3
3268,T. Storm
3269,Category 1
3270,Category 3
3271,T. Storm
3272,T. Depression
3273,T. Storm
3274,T. Depression
3275,T. Depression
3276,Category 3
3277,T. Storm
3278,T. Depression
3279,Category 3
3280,T. Storm
3281,T. Storm
3282,T. Storm
3283,T. Depression
3284,T. Storm
3285,T. Storm
3286,T. Storm
3287,Category 3
3288,T. Storm
3289,Category 2
3290,T. Depression
3291,T. Depression
3292,T. Depression
3293,T. Depression
3294,Category 1
3295,T. Storm
3296,T. Storm
3297,T. Storm
3298,Category 1
3299,T. Depression
3300,Category 2
3301,T. Storm
3302,T. Storm
3303,Category 1
3304,T. Storm
3305,T. Storm
3306,Category 2
3307,T. Depression
3308,T. Storm
3309,T. Depression
3310,Category 3
3311,Category 3
3312,T. Storm
3313,T. Depression
3314,Category 2
3315,T. Depression
3316,T. Storm
3317,Category 3
3318,T. Depression
3319,T. Depression
3320,Category 3
3321,T. Storm
3322,T. Storm
3323,Category 3
3324,Category 2
3325,T. Depression
3326,T. Storm
3327,Category 1
3328,Category 3
3329,T. Depression
3330,Category 3
3331,T. Depression
3332,Category 3
3333,T. Storm
3334,T. Storm
3335,T. Storm
3336,T. Depression
3337,T. Storm
3338,T. Depression
3339,T. Depression
3340,Category 1
3341,T. Depression
3342,T. Storm
3343,Category 2
3344,Category 2
3345,T. Storm
