,Wind Speed
5925,T. Storm
5926,Category 2
5927,T. Storm
5928,Category 1
5929,T. Depression
5930,Category 3
5931,Category 4
5932,Category 5
5933,T. Storm
5934,T. Storm
5935,T. Depression
5936,T. Storm
5937,Category 1
5938,T. Storm
5939,T. Storm
5940,T. Storm
5941,Category 1
5942,T. Storm
5943,T. Depression
5944,T. Storm
5945,T. Storm
5946,T. Depression
5947,T. Storm
5948,T. Storm
5949,T. Depression
5950,T. Depression
5951,T. Storm
5952,T. Depression
5953,Category 3
5954,T. Depression
5955,T. Storm
5956,T. Depression
5957,T. Depression
5958,Category 1
5959,T. Storm
5960,Category 3
5961,T. Storm
5962,Category 1
5963,T. Depression
5964,T. Depression
5965,T. Storm
5966,Category 1
5967,T. Storm
5968,T. Storm
5969,Category 1
5970,T. Storm
5971,T. Storm
5972,T. Storm
5973,T. Depression
5974,Category 2
5975,T. Storm
5976,T. Depression
5977,T. Storm
5978,T. Depression
5979,Category 1
5980,Category 2
5981,T. Storm
5982,Category 4
5983,Category 4
5984,T. Storm
5985,T. Storm
5986,T. Storm
5987,Category 3
5988,Category 3
5989,T. Depression
5990,T. Depression
5991,Category 2
5992,T. Storm
5993,Category 1
5994,T. Storm
5995,T. Depression
5996,T. Depression
5997,T. Depression
5998,T. Storm
5999,T. Depression
6000,T. Storm
6001,Category 2
6002,Category 4
6003,T. Depression
6004,T. Storm
6005,T. Depression
6006,T. Storm
6007,T. Storm
6008,T. Storm
6009,Category 4
6010,Category 4
6011,T. Storm
6012,T. Depression
6013,T. Storm
6014,T. Depression
6015,Category 1
6016,Category 1
6017,Category 1
6018,T. Depression
6019,T. Depression
6020,T. Storm
6021,T. Storm
6022,Category 1
6023,T. Storm
6024,Category 1
6025,T. Depression
6026,T. Depression
6027,T. Storm
6028,T. Depression
6029,Category 4
6030,T. Depression
6031,T. Depression
6032,T. Storm
6033,T. Storm
6034,Category 1
6035,T. Depression
6036,T. Depression
6037,T. Storm
6038,T. Storm
6039,T. Storm
6040,T. Storm
6041,T. Depression
6042,T. Storm
6043,T. Storm
6044,Category 1
6045,T. Depression
6046,T. Storm
6047,T. Storm
6048,Category 3
6049,T. Storm
6050,T. Depression
6051,T. Storm
6052,T. Storm
6053,T. Storm
6054,T. Storm
6055,T. Depression
6056,Category 1
6057,T. Storm
6058,Category 3
6059,T. Storm
6060,T. Storm
6061,T. Storm
6062,T. Storm
6063,T. Storm
6064,Category 4
6065,T. Depression
6066,T. Depression
6067,T. Storm
6068,T. Depression
6069,T. Depression
6070,T. Depression
6071,Category 4
6072,T. Storm
6073,T. Storm
6074,T. Storm
6075,Category 1
6076,T. Depression
6077,Category 1
6078,Category 2
6079,Category 1
6080,T. Storm
6081,T. Storm
6082,T. Storm
6083,Category 2
6084,T. Storm
6085,T. Storm
6086,T. Storm
6087,T. Depression
6088,Category 1
6089,T. Depression
6090,Category 1
6091,T. Storm
6092,T. Depression
6093,Category 1
6094,T. Storm
6095,T. Depression
6096,T. Storm
6097,T. Storm
6098,Category 3
6099,Category 2
6100,T. Storm
6101,Category 4
6102,Category 1
6103,Category 3
6104,Category 2
6105,T. Storm
6106,T. Depression
6107,T. Storm
6108,T. Depression
6109,Category 4
6110,T. Storm
6111,T. Storm
6112,T. Storm
6113,T. Storm
6114,T. Storm
6115,T. Depression
6116,T. Storm
6117,Category 1
6118,T. Storm
6119,T. Storm
6120,Category 1
6121,T. Depression
6122,T. Storm
6123,T. Depression
6124,T. Depression
6125,T. Storm
6126,T. Depression
6127,T. Depression
6128,T. Depression
6129,Category 1
6130,T. Storm
6131,Category 1
6132,T. Depression
6133,T. Depression
6134,Category 1
6135,Category 4
6136,Category 3
6137,T. Depression
6138,Category 2
6139,T. Storm
6140,T. Depression
6141,T. Storm
6142,Category 1
6143,T. Depression
6144,Category 1
6145,T. Storm
6146,T. Depression
6147,T. Depression
6148,T. Storm
6149,T. Depression
6150,T. Storm
6151,T. Storm
6152,T. Storm
6153,T. Depression
6154,Category 2
6155,T. Depression
6156,Category 1
6157,T. Storm
6158,Category 4
6159,T. Storm
6160,T. Storm
6161,T. Storm
6162,T. Storm
6163,T. Storm
6164,T. Storm
6165,T. Storm
6166,T. Storm
6167,T. Depression
6168,T. Storm
6169,T. Depression
6170,T. Storm
6171,T. Storm
6172,T. Storm
6173,T. Depression
6174,T. Storm
6175,T. Storm
6176,T. Storm
6177,T. Depression
6178,T. Storm
6179,T. Depression
6180,T. Storm
6181,Category 1
6182,T. Depression
6183,T. Depression
6184,Category 1
6185,Category 1
6186,Category 4
6187,T. Storm
6188,Category 1
6189,Category 1
6190,Category 1
6191,Category 1
6192,Category 1
6193,T. Depression
6194,T. Storm
6195,Category 1
6196,T. Storm
6197,T. Storm
6198,T. Depression
6199,T. Storm
6200,Category 2
6201,T. Depression
6202,T. Storm
6203,T. Depression
6204,T. Depression
6205,T. Storm
6206,T. Storm
6207,T. Storm
6208,T. Depression
6209,T. Storm
6210,T. Storm
6211,T. Storm
6212,T. Depression
6213,T. Depression
6214,T. Storm
6215,Category 1
6216,T. Depression
6217,T. Depression
6218,T. Depression
6219,T. Depression
6220,Category 1
6221,Category 1
6222,T. Depression
6223,T. Depression
6224,T. Storm
6225,T. Storm
6226,T. Storm
6227,Category 1
6228,T. Storm
6229,T. Storm
6230,T. Storm
6231,Category 1
6232,T. Storm
6233,Category 1
6234,T. Storm
6235,Category 1
6236,T. Depression
6237,T. Storm
6238,T. Storm
6239,T. Depression
6240,T. Depression
6241,T. Depression
6242,Category 4
6243,T. Depression
6244,T. Storm
6245,T. Depression
6246,T. Depression
6247,Category 1
6248,T. Depression
6249,T. Storm
6250,T. Storm
6251,T. Storm
6252,T. Storm
6253,Category 2
6254,Category 3
6255,T. Depression
6256,T. Depression
6257,T. Storm
6258,Category 1
6259,T. Storm
6260,T. Depression
6261,T. Storm
6262,T. Storm
6263,T. Storm
6264,Category 3
6265,T. Depression
6266,T. Depression
6267,Category 1
6268,Category 5
6269,T. Storm
6270,T. Depression
6271,Category 3
6272,Category 1
6273,T. Depression
6274,Category 4
6275,T. Storm
6276,T. Depression
6277,T. Storm
6278,T. Depression
6279,Category 2
6280,T. Storm
6281,T. Storm
6282,T. Storm
6283,T. Depression
6284,T. Depression
6285,T. Depression
6286,T. Storm
6287,T. Storm
6288,Category 1
6289,T. Depression
6290,T. Storm
6291,T. Storm
6292,Category 4
6293,T. Depression
6294,Category 4
6295,T. Storm
6296,T. Storm
6297,Category 1
6298,T. Depression
6299,T. Storm
6300,T. Storm
6301,T. Depression
6302,Category 2
6303,Category 1
6304,T. Storm
6305,T. Storm
6306,Category 3
6307,T. Depression
6308,T. Depression
6309,Category 1
6310,T. Depression
6311,T. Storm
6312,T. Depression
6313,Category 3
6314,T. Storm
6315,T. Depression
6316,T. Depression
6317,T. Depression
6318,Category 1
6319,T. Depression
6320,Category 2
6321,Category 3
6322,T. Storm
6323,T. Depression
6324,T. Storm
6325,T. Storm
6326,T. Depression
6327,T. Storm
6328,T. Storm
6329,T. Depression
6330,Category 3
6331,T. Storm
6332,T. Storm
6333,T. Storm
6334,T. Depression
6335,Category 4
6336,T. Storm
6337,T. Storm
6338,T. Depression
6339,T. Storm
6340,T. Depression
6341,T. Storm
6342,T. Depression
6343,T. Storm
6344,Category 3
6345,T. Storm
6346,T. Depression
6347,Category 4
6348,T. Storm
6349,T. Storm
6350,T. Depression
6351,T. Storm
6352,Category 1
6353,T. Depression
6354,T. Storm
6355,Category 1
6356,T. Storm
6357,T. Depression
6358,T. Depression
6359,T. Depression
6360,T. Depression
6361,T. Storm
6362,T. Storm
6363,T. Storm
6364,T. Storm
6365,T. Depression
6366,Category 5
6367,T. Storm
6368,T. Depression
6369,T. Storm
6370,T. Storm
6371,T. Storm
6372,T. Storm
6373,T. Storm
6374,T. Storm
6375,T. Storm
6376,T. Storm
6377,T. Depression
6378,Category 3
6379,Category 2
6380,T. Depression
6381,T. Storm
6382,Category 1
6383,T. Depression
6384,Category 4
6385,T. Depression
6386,T. Storm
6387,T. Depression
6388,Category 1
6389,Category 3
6390,Category 3
6391,T. Storm
6392,T. Storm
6393,T. Depression
6394,T. Storm
6395,T. Depression
6396,Category 1
6397,Category 3
6398,Category 1
6399,T. Depression
6400,T. Depression
6401,T. Storm
6402,T. Storm
6403,T. Depression
6404,T. Depression
6405,T. Storm
6406,T. Storm
6407,Category 3
6408,Category 1
6409,T. Storm
6410,T. Depression
6411,T. Depression
6412,Category 1
6413,T. Storm
6414,T. Storm
6415,Category 5
6416,T. Storm
6417,T. Depression
6418,T. Depression
6419,T. Depression
6420,T. Storm
6421,T. Storm
6422,T. Depression
6423,T. Storm
6424,T. Storm
6425,T. Depression
6426,T. Storm
6427,Category 4
6428,T. Depression
6429,T. Storm
6430,T. Depression
6431,T. Storm
6432,Category 4
6433,Category 4
6434,T. Storm
6435,Category 1
6436,Category 3
6437,T. Storm
6438,T. Depression
6439,Category 1
6440,T. Storm
6441,Category 1
6442,T. Depression
6443,T. Storm
6444,T. Storm
6445,T. Storm
6446,T. Storm
6447,Category 1
6448,T. Storm
6449,T. Storm
6450,T. Storm
6451,Category 1
6452,T. Storm
6453,Category 2
6454,T. Storm
6455,T. Storm
6456,Category 1
6457,T. Storm
6458,T. Storm
6459,T. Depression
6460,T. Depression
6461,T. Depression
6462,Category 1
6463,Category 1
6464,Category 4
6465,T. Storm
6466,Category 1
6467,T. Storm
6468,T. Depression
6469,Category 3
6470,Category 2
6471,Category 1
6472,Category 1
6473,T. Storm
6474,T. Storm
6475,T. Storm
6476,T. Depression
6477,T. Storm
6478,T. Storm
6479,T. Depression
6480,T. Storm
6481,T. Depression
6482,T. Depression
6483,Category 1
6484,T. Storm
6485,T. Storm
6486,Category 2
6487,T. Storm
6488,T. Storm
6489,T. Depression
6490,T. Depression
6491,Category 3
6492,T. Depression
6493,T. Storm
6494,T. Depression
6495,Category 4
6496,Category 1
6497,T. Depression
6498,Category 4
6499,T. Storm
6500,Category 1
6501,T. Storm
6502,T. Depression
6503,T. Storm
6504,T. Storm
6505,T. Depression
6506,T. Storm
6507,T. Depression
6508,Category 3
6509,Category 1
6510,T. Storm
6511,T. Depression
6512,T. Depression
6513,T. Storm
6514,T. Storm
6515,Category 1
6516,Category 4
6517,T. Storm
6518,T. Storm
6519,Category 4
6520,T. Storm
6521,Category 1
6522,T. Depression
6523,T. Depression
6524,T. Depression
6525,T. Storm
6526,Category 1
6527,T. Depression
6528,T. Storm
6529,Category 1
6530,Category 4
6531,T. Storm
6532,T. Storm
6533,T. Storm
6534,T. Depression
6535,T. Storm
6536,T. Depression
6537,T. Storm
6538,T. Storm
6539,T. Storm
6540,T. Depression
6541,T. Depression
6542,T. Storm
6543,Category 1
6544,T. Storm
6545,T. Storm
6546,T. Depression
6547,Category 1
6548,T. Storm
6549,T. Depression
6550,T. Storm
6551,Category 1
6552,Category 2
6553,Category 2
6554,T. Depression
6555,T. Storm
6556,T. Depression
6557,Category 1
6558,T. Storm
6559,T. Storm
6560,T. Storm
6561,T. Storm
6562,T. Depression
6563,T. Storm
6564,T. Depression
6565,T. Storm
6566,T. Depression
6567,Category 1
6568,T. Depression
6569,Category 4
6570,T. Storm
6571,T. Depression
6572,Category 3
6573,Category 4
6574,T. Storm
6575,T. Depression
6576,T. Depression
6577,T. Storm
6578,T. Depression
6579,T. Storm
6580,T. Depression
6581,Category 5
6582,T. Storm
6583,T. Storm
6584,T. Storm
6585,Category 1
6586,T. Depression
6587,Category 2
6588,T. Storm
6589,T. Storm
6590,Category 3
6591,T. Storm
6592,T. Storm
6593,T. Depression
6594,T. Storm
6595,T. Depression
6596,T. Depression
6597,T. Storm
6598,T. Storm
6599,T. Depression
6600,T. Storm
6601,Category 1
6602,T. Storm
6603,T. Storm
6604,T. Storm
6605,T. Depression
6606,T. Storm
6607,T. Depression
6608,T. Storm
6609,T. Depression
6610,T. Storm
6611,T. Storm
6612,Category 2
6613,T. Storm
6614,T. Storm
6615,T. Storm
6616,Category 1
6617,T. Storm
6618,T. Storm
6619,T. Storm
6620,T. Storm
6621,Category 3
6622,Category 1
6623,T. Storm
6624,T. Storm
6625,Category 4
6626,T. Storm
6627,T. Storm
6628,Category 1
6629,T. Depression
6630,T. Storm
6631,Category 1
6632,T. Storm
6633,T. Storm
6634,T. Storm
6635,Category 3
6636,T. Depression
6637,Category 2
6638,Category 1
6639,T. Storm
6640,T. Storm
6641,T. Storm
6642,T. Storm
6643,Category 2
6644,Category 1
6645,T. Depression
6646,T. Storm
6647,Category 3
6648,T. Depression
6649,T. Storm
6650,T. Storm
6651,T. Depression
6652,T. Depression
6653,T. Depression
6654,T. Storm
6655,Category 5
6656,T. Depression
6657,T. Storm
6658,T. Storm
6659,T. Storm
6660,T. Storm
6661,Category 1
6662,T. Storm
6663,T. Storm
6664,Category 4
6665,T. Depression
6666,Category 1
6667,T. Storm
6668,Category 1
6669,Category 1
6670,T. Depression
6671,T. Depression
6672,T. Storm
6673,T. Storm
6674,Category 3
6675,T. Depression
6676,T. Depression
6677,T. Storm
6678,Category 2
6679,T. Depression
6680,T. Storm
6681,T. Depression
6682,T. Storm
6683,Category 4
6684,T. Storm
6685,T. Storm
6686,T. Storm
6687,T. Storm
6688,Category 1
6689,Category 1
6690,T. Depression
6691,Category 2
6692,T. Depression
6693,T. Storm
6694,T. Depression
6695,T. Depression
6696,T. Depression
6697,T. Storm
6698,T. Storm
6699,T. Storm
6700,T. Depression
6701,T. Storm
6702,T. Depression
6703,T. Storm
6704,T. Storm
6705,T. Depression
6706,T. Depression
6707,Category 1
6708,T. Depression
6709,T. Storm
6710,T. Depression
6711,T. Depression
6712,T. Storm
6713,T. Storm
6714,T. Storm
6715,T. Depression
6716,T. Storm
6717,T. Depression
6718,Category 1
6719,T. Storm
6720,T. Storm
6721,Category 3
6722,T. Depression
6723,Category 1
6724,Category 1
6725,T. Depression
6726,Category 4
6727,T. Storm
6728,T. Storm
6729,T. Depression
6730,T. Depression
6731,Category 4
6732,Category 1
6733,T. Depression
6734,Category 5
6735,Category 3
6736,T. Storm
6737,T. Depression
6738,T. Storm
6739,Category 1
6740,T. Depression
6741,T. Storm
6742,T. Storm
6743,Category 2
6744,T. Depression
6745,T. Depression
6746,T. Depression
6747,T. Storm
6748,T. Storm
6749,T. Storm
6750,Category 1
6751,T. Depression
6752,T. Depression
6753,T. Storm
6754,Category 1
6755,T. Storm
6756,T. Storm
6757,T. Depression
6758,T. Storm
6759,T. Depression
6760,T. Storm
6761,T. Depression
6762,T. Storm
6763,T. Depression
6764,T. Depression
6765,T. Storm
6766,Category 1
6767,T. Storm
6768,T. Storm
6769,Category 1
6770,T. Storm
6771,Category 1
6772,T. Storm
6773,T. Depression
6774,T. Storm
6775,T. Depression
6776,T. Storm
6777,Category 1
6778,Category 2
6779,Category 1
6780,T. Storm
6781,T. Storm
6782,T. Storm
6783,T. Storm
6784,T. Storm
6785,Category 1
6786,T. Depression
6787,T. Depression
6788,T. Depression
6789,Category 5
6790,Category 1
6791,T. Storm
6792,T. Storm
6793,T. Storm
6794,T. Storm
6795,T. Storm
6796,Category 4
6797,T. Depression
6798,Category 4
6799,T. Depression
6800,T. Storm
6801,T. Depression
6802,T. Storm
6803,T. Storm
6804,T. Storm
6805,T. Depression
6806,T. Depression
6807,Category 3
6808,Category 3
6809,T. Depression
6810,T. Storm
6811,T. Storm
6812,Category 1
6813,T. Depression
6814,Category 4
6815,Category 1
6816,T. Depression
6817,T. Depression
6818,T. Storm
6819,Category 1
6820,Category 1
6821,T. Depression
6822,T. Depression
6823,Category 2
6824,T. Storm
6825,T. Storm
6826,Category 1
6827,Category 2
6828,T. Storm
6829,Category 1
6830,T. Depression
6831,Category 2
6832,T. Depression
6833,T. Depression
6834,T. Depression
6835,Category 1
6836,T. Depression
6837,T. Storm
6838,Category 4
6839,T. Storm
6840,Category 1
6841,T. Storm
6842,T. Depression
6843,Category 1
6844,T. Storm
6845,T. Storm
6846,T. Depression
6847,T. Depression
6848,Category 2
6849,Category 1
6850,T. Storm
6851,T. Storm
6852,T. Storm
6853,Category 3
6854,T. Storm
6855,Category 1
6856,T. Storm
6857,T. Depression
6858,T. Storm
6859,T. Depression
6860,T. Storm
6861,T. Storm
6862,T. Storm
6863,T. Storm
6864,Category 1
6865,T. Storm
6866,Category 1
6867,Category 2
6868,Category 5
6869,T. Depression
6870,T. Depression
6871,T. Storm
6872,Category 1
6873,T. Storm
6874,T. Storm
6875,T. Storm
6876,Category 1
6877,Category 2
6878,T. Storm
6879,T. Storm
6880,T. Depression
6881,T. Depression
6882,T. Storm
6883,T. Storm
6884,T. Storm
6885,T. Depression
6886,T. Depression
6887,T. Storm
6888,T. Storm
6889,T. Depression
6890,T. Depression
6891,Category 1
6892,T. Storm
6893,T. Storm
6894,T. Depression
6895,T. Storm
6896,T. Storm
6897,T. Storm
6898,T. Storm
6899,T. Storm
6900,Category 5
6901,T. Depression
6902,T. Depression
6903,T. Depression
6904,Category 5
6905,Category 1
6906,T. Storm
6907,T. Storm
6908,T. Depression
6909,T. Storm
6910,T. Depression
6911,T. Storm
6912,Category 4
6913,T. Storm
6914,T. Storm
6915,Category 1
6916,T. Storm
6917,T. Depression
6918,T. Storm
6919,T. Storm
6920,T. Depression
6921,T. Depression
6922,T. Storm
6923,T. Storm
6924,Category 1
6925,Category 4
6926,T. Storm
6927,T. Storm
6928,T. Depression
6929,T. Depression
6930,T. Depression
6931,T. Storm
6932,Category 4
6933,T. Depression
6934,T. Depression
6935,T. Storm
6936,Category 2
6937,T. Storm
6938,Category 1
6939,T. Storm
6940,T. Depression
6941,T. Depression
6942,T. Storm
6943,T. Depression
6944,T. Depression
6945,T. Storm
6946,T. Storm
6947,T. Depression
6948,Category 1
6949,T. Storm
6950,T. Depression
6951,T. Depression
6952,T. Storm
6953,Category 3
6954,T. Storm
6955,T. Storm
6956,T. Depression
6957,T. Storm
6958,T. Storm
6959,T. Storm
6960,T. Depression
6961,T. Depression
6962,Category 1
6963,T. Storm
6964,Category 5
6965,T. Storm
6966,T. Storm
6967,T. Storm
6968,Category 2
6969,T. Storm
6970,Category 1
6971,T. Depression
6972,T. Storm
6973,T. Depression
6974,T. Storm
6975,T. Storm
6976,T. Storm
6977,Category 1
6978,T. Storm
6979,T. Storm
6980,T. Storm
6981,T. Storm
6982,T. Depression
6983,T. Depression
6984,T. Depression
6985,T. Depression
6986,T. Storm
6987,Category 1
6988,T. Depression
6989,Category 3
6990,Category 4
6991,T. Depression
6992,Category 1
6993,T. Storm
6994,Category 1
6995,T. Depression
6996,T. Storm
6997,T. Depression
6998,T. Depression
6999,T. Depression
7000,Category 3
7001,T. Storm
7002,T. Storm
7003,T. Storm
7004,T. Depression
7005,Category 1
7006,T. Depression
7007,Category 2
7008,Category 2
7009,T. Storm
7010,Category 2
7011,T. Depression
7012,T. Depression
7013,T. Storm
7014,T. Storm
7015,Category 1
7016,Category 4
7017,T. Depression
7018,T. Storm
7019,T. Depression
7020,T. Storm
7021,Category 1
7022,T. Depression
7023,Category 1
7024,T. Storm
7025,T. Storm
7026,T. Depression
7027,T. Storm
7028,T. Storm
7029,T. Storm
7030,T. Storm
7031,T. Storm
7032,T. Storm
7033,T. Storm
7034,T. Depression
7035,T. Storm
7036,T. Depression
7037,Category 3
7038,Category 1
7039,Category 2
7040,T. Depression
7041,T. Depression
7042,T. Depression
7043,T. Storm
7044,T. Storm
7045,Category 2
7046,T. Depression
7047,T. Storm
7048,Category 2
7049,Category 1
7050,T. Storm
7051,T. Storm
7052,T. Depression
7053,T. Storm
7054,T. Storm
7055,T. Storm
7056,T. Depression
7057,T. Depression
7058,T. Depression
7059,T. Depression
7060,Category 1
7061,T. Depression
7062,Category 1
7063,Category 2
7064,Category 3
7065,Category 3
7066,Category 5
7067,T. Storm
7068,T. Storm
7069,T. Storm
7070,Category 3
7071,T. Storm
7072,T. Depression
7073,T. Storm
7074,Category 3
7075,T. Depression
7076,T. Storm
7077,T. Storm
7078,T. Depression
7079,T. Storm
7080,T. Storm
7081,T. Depression
7082,T. Storm
7083,T. Depression
7084,T. Storm
7085,T. Depression
7086,T. Depression
7087,Category 1
7088,T. Storm
7089,T. Storm
7090,T. Storm
7091,T. Storm
7092,T. Storm
7093,T. Depression
7094,T. Depression
7095,Category 4
7096,T. Storm
7097,Category 2
7098,T. Storm
7099,T. Depression
7100,T. Storm
7101,T. Storm
7102,T. Storm
7103,Category 3
7104,T. Storm
7105,T. Storm
7106,T. Storm
7107,T. Storm
7108,T. Storm
7109,T. Storm
7110,T. Storm
7111,Category 2
7112,Category 3
7113,T. Storm
7114,T. Depression
7115,T. Depression
7116,T. Storm
7117,Category 3
7118,T. Depression
7119,T. Depression
7120,T. Depression
7121,T. Storm
7122,T. Storm
7123,T. Depression
7124,Category 3
7125,T. Storm
7126,T. Storm
7127,T. Depression
7128,T. Storm
7129,T. Storm
7130,Category 1
7131,Category 5
7132,T. Storm
7133,T. Depression
7134,T. Storm
7135,T. Storm
7136,T. Storm
7137,T. Storm
7138,T. Storm
7139,T. Depression
7140,T. Depression
7141,T. Storm
7142,T. Storm
7143,T. Storm
7144,T. Depression
7145,Category 1
7146,T. Storm
7147,Category 4
7148,T. Depression
7149,T. Depression
7150,T. Storm
7151,T. Depression
7152,T. Depression
7153,T. Depression
7154,T. Storm
7155,T. Storm
7156,T. Storm
7157,T. Storm
7158,T. Storm
7159,T. Depression
7160,T. Depression
7161,T. Storm
7162,T. Storm
7163,T. Depression
7164,Category 3
7165,Category 4
7166,T. Depression
7167,Category 1
7168,T. Depression
7169,T. Depression
7170,T. Depression
7171,T. Depression
7172,T. Storm
7173,T. Storm
7174,Category 1
7175,Category 1
7176,T. Storm
7177,T. Storm
7178,Category 1
7179,Category 2
7180,T. Depression
7181,T. Depression
7182,T. Depression
7183,T. Depression
7184,T. Storm
7185,T. Storm
7186,T. Depression
7187,T. Storm
7188,T. Storm
7189,T. Depression
7190,T. Depression
7191,T. Storm
7192,T. Depression
7193,Category 4
7194,T. Storm
7195,T. Storm
7196,T. Depression
7197,Category 1
7198,T. Storm
7199,T. Storm
7200,Category 3
7201,T. Storm
7202,T. Storm
7203,Category 4
7204,T. Storm
7205,Category 3
7206,T. Storm
7207,T. Depression
7208,T. Depression
7209,T. Depression
7210,Category 3
7211,T. Depression
7212,T. Storm
7213,Category 2
7214,T. Storm
7215,T. Depression
7216,T. Storm
7217,T. Storm
7218,T. Storm
7219,T. Depression
7220,T. Storm
7221,T. Storm
7222,T. Depression
7223,T. Storm
7224,T. Storm
7225,T. Depression
7226,T. Depression
7227,T. Depression
7228,T. Storm
7229,T. Depression
7230,T. Storm
7231,T. Storm
7232,T. Storm
7233,T. Storm
7234,T. Storm
7235,Category 3
7236,T. Storm
7237,T. Storm
7238,Category 2
7239,T. Depression
7240,Category 1
7241,T. Storm
7242,Category 1
7243,T. Storm
7244,T. Depression
7245,T. Storm
7246,T. Storm
7247,T. Storm
7248,T. Depression
7249,T. Depression
7250,T. Depression
7251,T. Depression
7252,T. Depression
7253,T. Storm
7254,T. Storm
7255,T. Depression
7256,T. Storm
7257,T. Depression
7258,Category 5
7259,T. Storm
7260,T. Depression
7261,T. Storm
7262,T. Storm
7263,Category 4
7264,T. Storm
7265,Category 5
7266,T. Storm
7267,T. Storm
7268,T. Depression
7269,T. Storm
7270,T. Storm
7271,T. Depression
7272,T. Depression
7273,T. Storm
7274,T. Storm
7275,T. Depression
7276,T. Storm
7277,T. Storm
7278,Category 1
7279,T. Storm
7280,T. Depression
7281,T. Storm
7282,T. Storm
7283,Category 4
7284,T. Storm
7285,T. Storm
7286,T. Storm
7287,T. Depression
7288,T. Depression
7289,T. Storm
7290,Category 4
7291,T. Depression
7292,Category 4
7293,T. Storm
7294,T. Depression
7295,T. Depression
7296,T. Storm
7297,T. Depression
7298,T. Storm
7299,T. Depression
7300,Category 3
7301,Category 5
7302,Category 1
7303,T. Depression
7304,T. Depression
7305,T. Storm
7306,Category 2
7307,T. Storm
7308,T. Storm
7309,T. Storm
7310,T. Depression
7311,Category 3
7312,T. Depression
7313,Category 3
7314,Category 1
7315,T. Storm
7316,Category 1
7317,T. Depression
7318,Category 1
7319,T. Storm
7320,T. Depression
7321,Category 2
7322,T. Depression
7323,Category 1
7324,Category 1
7325,T. Depression
7326,T. Storm
7327,T. Storm
7328,T. Depression
7329,T. Storm
7330,T. Storm
7331,Category 1
7332,T. Storm
7333,T. Storm
7334,T. Depression
7335,T. Depression
7336,T. Depression
7337,Category 3
7338,T. Depression
7339,T. Storm
7340,Category 1
7341,Category 4
7342,T. Depression
7343,Category 1
7344,T. Depression
7345,Category 4
7346,T. Depression
7347,Category 1
7348,Category 1
7349,Category 1
7350,T. Storm
7351,Category 1
7352,T. Storm
7353,T. Storm
7354,T. Depression
7355,T. Storm
7356,T. Storm
7357,Category 2
7358,T. Storm
7359,T. Storm
7360,Category 3
7361,T. Depression
7362,Category 1
7363,T. Storm
7364,T. Storm
7365,Category 1
7366,Category 1
7367,T. Depression
7368,T. Storm
7369,T. Storm
7370,T. Storm
7371,T. Storm
7372,T. Storm
7373,Category 4
7374,T. Storm
7375,T. Storm
7376,T. Depression
7377,T. Storm
7378,T. Depression
7379,T. Depression
7380,T. Storm
7381,Category 2
7382,T. Depression
7383,T. Storm
7384,T. Storm
7385,T. Storm
7386,T. Storm
7387,Category 1
7388,T. Depression
7389,T. Storm
7390,Category 2
7391,T. Storm
7392,T. Depression
7393,T. Storm
7394,T. Depression
7395,Category 2
7396,T. Depression
7397,T. Storm
7398,Category 2
7399,T. Depression
7400,Category 1
7401,T. Storm
7402,T. Depression
7403,Category 1
7404,T. Depression
7405,T. Depression
7406,T. Storm
7407,T. Depression
7408,T. Storm
7409,T. Storm
7410,T. Storm
7411,T. Depression
7412,T. Storm
7413,T. Storm
7414,Category 4
7415,T. Storm
7416,Category 1
7417,T. Storm
7418,Category 1
7419,Category 4
7420,Category 2
7421,T. Storm
7422,T. Storm
7423,T. Storm
7424,T. Depression
7425,T. Depression
7426,T. Storm
7427,T. Depression
7428,T. Storm
7429,T. Depression
7430,T. Storm
7431,Category 1
7432,T. Depression
7433,Category 1
7434,T. Storm
7435,T. Depression
7436,T. Storm
7437,T. Storm
7438,T. Depression
7439,T. Depression
7440,Category 1
7441,Category 1
7442,T. Storm
7443,T. Depression
7444,T. Depression
7445,T. Depression
7446,T. Depression
7447,T. Depression
7448,Category 1
7449,T. Storm
7450,T. Depression
7451,Category 3
7452,T. Depression
7453,T. Depression
7454,T. Depression
7455,Category 1
7456,T. Storm
7457,T. Depression
7458,T. Storm
7459,T. Depression
7460,Category 1
7461,T. Storm
7462,Category 5
7463,T. Storm
7464,T. Depression
7465,Category 3
7466,T. Storm
7467,T. Depression
7468,T. Depression
7469,T. Depression
7470,Category 1
7471,T. Storm
7472,T. Storm
7473,T. Depression
7474,Category 1
7475,T. Depression
7476,T. Storm
7477,Category 4
7478,T. Storm
7479,Category 3
7480,T. Depression
7481,T. Depression
7482,Category 3
7483,T. Storm
7484,T. Storm
7485,Category 3
7486,T. Depression
7487,T. Depression
7488,T. Storm
7489,T. Storm
7490,T. Storm
7491,T. Depression
7492,T. Storm
7493,Category 3
7494,T. Storm
7495,T. Storm
7496,T. Storm
7497,T. Storm
7498,T. Depression
7499,T. Storm
7500,T. Depression
7501,T. Storm
7502,T. Storm
7503,T. Storm
7504,Category 1
7505,T. Depression
7506,T. Depression
7507,T. Storm
7508,Category 4
7509,T. Depression
7510,T. Storm
7511,Category 4
7512,T. Depression
7513,T. Storm
7514,T. Storm
7515,T. Storm
7516,T. Storm
7517,Category 2
7518,T. Storm
7519,Category 3
7520,Category 4
7521,T. Storm
7522,T. Storm
7523,T. Storm
