,Wind Speed
3486,T. Depression
3487,Category 3
3488,T. Depression
3489,T. Storm
3490,T. Depression
3491,T. Storm
3492,T. Storm
3493,T. Storm
3494,T. Depression
3495,T. Storm
3496,T. Depression
3497,T. Depression
3498,T. Storm
3499,T. Storm
3500,T. Storm
3501,T. Depression
3502,T. Storm
3503,T. Depression
3504,T. Storm
3505,T. Depression
3506,T. Storm
3507,T. Storm
3508,T. Storm
3509,T. Depression
3510,T. Depression
3511,T. Storm
3512,T. Storm
3513,T. Storm
3514,T. Storm
3515,T. Depression
3516,T. Depression
3517,T. Depression
3518,T. Storm
3519,T. Storm
3520,T. Storm
3521,T. Storm
3522,Category 1
3523,T. Storm
3524,T. Storm
3525,T. Storm
3526,T. Storm
3527,Category 1
3528,Category 3
3529,Category 3
3530,T. Depression
3531,T. Storm
3532,T. Depression
3533,Category 1
3534,T. Depression
3535,T. Storm
3536,T. Depression
3537,T. Depression
3538,Category 1
3539,T. Depression
3540,T. Storm
3541,T. Storm
3542,T. Depression
3543,T. Depression
3544,T. Storm
3545,Category 1
3546,T. Depression
3547,T. Depression
3548,T. Storm
3549,T. Storm
3550,T. Storm
3551,T. Storm
3552,T. Depression
3553,Category 1
3554,T. Storm
3555,T. Storm
3556,T. Storm
3557,T. Storm
3558,T. Storm
3559,Category 1
3560,T. Storm
3561,T. Storm
3562,T. Depression
3563,Category 3
3564,T. Depression
3565,T. Storm
3566,T. Depression
3567,T. Storm
3568,T. Storm
3569,Category 1
3570,T. Depression
3571,T. Depression
3572,T. Storm
3573,T. Storm
3574,T. Storm
3575,Category 1
3576,T. Storm
3577,T. Storm
3578,T. Storm
3579,T. Depression
3580,T. Storm
3581,T. Storm
3582,Category 2
3583,Category 1
3584,T. Depression
3585,T. Storm
3586,T. Storm
3587,Category 1
3588,T. Depression
3589,T. Depression
3590,T. Storm
3591,Category 1
3592,Category 2
3593,T. Storm
3594,T. Storm
3595,T. Storm
3596,T. Storm
3597,T. Storm
3598,T. Depression
3599,T. Storm
3600,T. Depression
3601,T. Storm
3602,Category 2
3603,T. Depression
3604,T. Storm
3605,T. Depression
3606,T. Storm
3607,T. Storm
3608,Category 2
3609,Category 2
3610,Category 1
3611,T. Storm
3612,T. Depression
3613,T. Storm
3614,T. Depression
3615,T. Storm
3616,T. Depression
3617,T. Depression
3618,T. Depression
3619,T. Storm
3620,T. Depression
3621,Category 1
3622,Category 1
3623,T. Storm
3624,Category 1
3625,Category 3
3626,T. Storm
3627,T. Storm
3628,T. Storm
3629,T. Storm
3630,T. Storm
3631,T. Depression
3632,Category 1
3633,T. Depression
3634,T. Depression
3635,T. Storm
3636,T. Storm
3637,T. Storm
3638,T. Depression
3639,T. Storm
3640,T. Depression
3641,T. Storm
3642,T. Storm
3643,T. Depression
3644,T. Storm
3645,T. Depression
3646,T. Storm
3647,T. Storm
3648,T. Storm
3649,T. Storm
3650,Category 1
3651,T. Depression
3652,T. Storm
3653,Category 1
3654,T. Depression
3655,T. Storm
3656,T. Storm
3657,T. Depression
3658,Category 3
3659,T. Storm
3660,Category 1
3661,T. Storm
3662,T. Storm
3663,T. Storm
3664,Category 3
3665,T. Storm
3666,T. Depression
3667,Category 2
3668,T. Storm
3669,T. Storm
3670,T. Storm
3671,T. Depression
3672,Category 3
3673,T. Depression
3674,T. Storm
3675,T. Storm
3676,T. Storm
3677,T. Depression
3678,Category 3
3679,Category 2
3680,T. Storm
3681,Category 3
3682,T. Depression
3683,T. Storm
3684,T. Depression
3685,T. Depression
3686,T. Storm
3687,T. Storm
3688,Category 1
3689,T. Storm
3690,Category 2
3691,T. Storm
3692,Category 3
3693,T. Storm
3694,T. Depression
3695,Category 1
3696,T. Storm
3697,T. Storm
3698,Category 3
3699,T. Depression
3700,T. Depression
3701,T. Storm
3702,T. Depression
3703,T. Storm
3704,T. Storm
3705,Category 1
3706,T. Storm
3707,Category 1
3708,T. Storm
3709,T. Depression
3710,Category 1
3711,T. Storm
3712,Category 1
3713,T. Depression
3714,Category 3
3715,T. Depression
3716,T. Storm
3717,T. Storm
3718,T. Storm
3719,T. Storm
3720,T. Storm
3721,T. Storm
3722,T. Storm
3723,T. Depression
3724,T. Storm
3725,T. Depression
3726,Category 1
3727,T. Depression
3728,T. Storm
3729,T. Storm
3730,T. Storm
3731,T. Depression
3732,T. Depression
3733,Category 1
3734,T. Storm
3735,T. Depression
3736,T. Storm
3737,Category 2
3738,T. Depression
3739,Category 1
3740,T. Storm
3741,Category 3
3742,Category 2
3743,T. Depression
3744,T. Storm
3745,Category 1
3746,T. Depression
3747,Category 2
3748,T. Storm
3749,T. Depression
3750,T. Storm
3751,Category 1
3752,T. Storm
3753,T. Depression
3754,Category 1
3755,T. Storm
3756,Category 1
3757,T. Storm
3758,T. Storm
3759,Category 2
3760,Category 1
3761,T. Depression
3762,T. Depression
3763,T. Depression
3764,T. Storm
3765,T. Storm
3766,T. Depression
3767,T. Depression
3768,T. Storm
3769,Category 1
3770,T. Depression
3771,T. Storm
3772,T. Storm
3773,Category 3
3774,T. Storm
3775,T. Storm
3776,T. Depression
3777,T. Storm
3778,T. Depression
3779,T. Storm
3780,T. Storm
3781,Category 2
3782,Category 1
3783,T. Depression
3784,T. Depression
3785,Category 1
3786,T. Storm
3787,T. Storm
3788,T. Storm
3789,T. Storm
3790,T. Depression
3791,T. Depression
3792,Category 2
3793,T. Storm
3794,T. Depression
3795,T. Depression
3796,T. Depression
3797,Category 3
3798,T. Storm
3799,Category 2
3800,T. Depression
3801,Category 3
3802,T. Depression
3803,T. Depression
3804,T. Storm
3805,T. Storm
3806,Category 1
3807,T. Depression
3808,T. Depression
3809,T. Depression
3810,T. Depression
3811,T. Storm
3812,T. Depression
3813,T. Storm
3814,T. Storm
3815,T. Depression
3816,T. Storm
3817,T. Storm
3818,T. Depression
3819,T. Storm
3820,T. Storm
3821,T. Depression
3822,Category 1
3823,T. Storm
3824,T. Storm
3825,Category 3
3826,T. Storm
3827,T. Storm
3828,T. Storm
3829,T. Storm
3830,T. Storm
3831,T. Storm
3832,T. Storm
3833,T. Storm
3834,T. Storm
3835,Category 1
3836,T. Depression
3837,Category 1
3838,T. Storm
3839,T. Storm
3840,T. Depression
3841,Category 1
3842,Category 3
3843,T. Storm
3844,T. Storm
3845,Category 2
3846,Category 3
3847,T. Depression
3848,T. Depression
3849,Category 1
3850,T. Depression
3851,T. Depression
3852,T. Depression
3853,T. Storm
3854,T. Depression
3855,T. Depression
3856,T. Depression
3857,T. Depression
3858,T. Storm
3859,T. Storm
3860,T. Storm
3861,Category 1
3862,T. Storm
3863,T. Storm
3864,T. Depression
3865,Category 1
3866,T. Storm
3867,T. Storm
3868,T. Storm
3869,T. Storm
3870,T. Storm
3871,T. Storm
3872,Category 3
3873,T. Storm
3874,T. Storm
3875,Category 1
3876,T. Storm
3877,T. Storm
3878,T. Storm
3879,Category 2
3880,Category 3
3881,T. Storm
3882,Category 3
3883,T. Depression
3884,T. Storm
3885,Category 1
3886,T. Storm
3887,T. Depression
3888,T. Storm
3889,Category 1
3890,T. Storm
3891,T. Storm
3892,T. Storm
3893,T. Storm
3894,T. Storm
3895,T. Depression
3896,T. Storm
3897,T. Depression
3898,T. Storm
3899,T. Storm
3900,Category 3
3901,T. Depression
3902,T. Storm
3903,T. Depression
3904,Category 2
3905,T. Depression
3906,T. Storm
3907,T. Depression
3908,T. Storm
3909,T. Storm
3910,T. Depression
3911,T. Storm
3912,T. Storm
3913,T. Storm
3914,Category 2
3915,T. Storm
3916,T. Depression
3917,T. Depression
3918,Category 3
3919,T. Storm
3920,T. Storm
3921,T. Storm
3922,T. Depression
3923,T. Depression
3924,Category 1
3925,T. Depression
3926,Category 2
3927,Category 1
3928,T. Storm
3929,Category 3
3930,T. Storm
3931,Category 1
3932,T. Storm
3933,T. Depression
3934,T. Storm
3935,T. Depression
3936,T. Storm
3937,T. Depression
3938,T. Depression
3939,T. Storm
3940,T. Storm
3941,T. Storm
3942,T. Depression
3943,T. Storm
3944,T. Storm
3945,T. Storm
3946,T. Storm
3947,T. Depression
3948,T. Storm
3949,Category 1
3950,T. Storm
3951,T. Storm
3952,T. Depression
3953,T. Depression
3954,Category 3
3955,Category 3
3956,T. Depression
3957,T. Storm
3958,T. Storm
3959,T. Depression
3960,T. Storm
3961,T. Storm
3962,T. Depression
3963,T. Storm
3964,T. Storm
3965,T. Depression
3966,T. Storm
3967,T. Depression
3968,Category 3
3969,Category 1
3970,T. Storm
3971,T. Depression
3972,T. Depression
3973,Category 1
3974,T. Depression
3975,T. Storm
3976,T. Storm
3977,T. Storm
3978,T. Storm
3979,T. Storm
3980,T. Depression
3981,T. Depression
3982,T. Storm
3983,Category 1
3984,T. Storm
3985,Category 3
3986,T. Depression
3987,T. Storm
3988,T. Depression
3989,T. Storm
3990,T. Storm
3991,T. Storm
3992,T. Storm
3993,T. Depression
3994,Category 2
3995,T. Storm
3996,T. Depression
3997,T. Storm
3998,Category 2
3999,T. Storm
4000,Category 1
4001,T. Storm
4002,Category 1
4003,T. Storm
4004,T. Depression
4005,Category 1
4006,T. Storm
4007,T. Depression
4008,T. Depression
4009,T. Depression
4010,T. Storm
4011,T. Depression
4012,T. Storm
4013,Category 2
4014,T. Storm
4015,Category 3
4016,T. Depression
4017,T. Storm
4018,T. Storm
4019,T. Storm
4020,T. Storm
4021,T. Depression
4022,Category 1
4023,T. Depression
4024,T. Depression
4025,T. Storm
4026,T. Storm
4027,T. Depression
4028,T. Storm
4029,T. Storm
4030,Category 2
4031,T. Depression
4032,T. Storm
4033,T. Storm
4034,Category 2
4035,Category 1
4036,T. Storm
4037,T. Storm
4038,T. Storm
4039,T. Storm
4040,T. Depression
4041,T. Storm
4042,T. Depression
4043,T. Storm
4044,T. Storm
4045,Category 2
4046,Category 1
4047,T. Storm
4048,Category 1
4049,T. Storm
4050,Category 1
4051,T. Storm
4052,Category 3
4053,Category 1
4054,T. Depression
4055,Category 2
4056,Category 1
4057,Category 3
4058,Category 1
4059,T. Storm
4060,T. Storm
4061,T. Storm
4062,T. Storm
4063,T. Storm
4064,T. Depression
4065,T. Storm
4066,Category 2
4067,T. Depression
4068,T. Storm
4069,T. Depression
4070,Category 1
4071,T. Depression
4072,T. Storm
4073,T. Depression
4074,Category 3
4075,T. Storm
4076,Category 1
4077,Category 1
4078,T. Depression
4079,T. Depression
4080,Category 2
4081,Category 1
4082,T. Storm
4083,T. Storm
4084,T. Storm
4085,T. Storm
4086,T. Storm
4087,T. Storm
4088,Category 1
4089,T. Depression
4090,T. Storm
4091,T. Depression
4092,Category 2
4093,T. Depression
4094,T. Storm
4095,T. Storm
4096,T. Storm
4097,Category 3
4098,T. Storm
4099,T. Storm
4100,T. Depression
4101,Category 1
4102,T. Depression
4103,T. Storm
4104,Category 1
4105,T. Depression
4106,T. Storm
4107,T. Storm
4108,T. Depression
4109,Category 1
4110,T. Storm
4111,Category 3
4112,T. Depression
4113,T. Depression
4114,Category 3
4115,T. Depression
4116,T. Storm
4117,T. Depression
4118,T. Storm
4119,Category 1
4120,T. Depression
4121,T. Storm
4122,T. Storm
4123,T. Depression
4124,T. Storm
4125,T. Storm
4126,T. Storm
4127,T. Storm
4128,Category 1
4129,T. Depression
4130,T. Storm
4131,T. Storm
4132,T. Depression
4133,T. Depression
4134,T. Depression
4135,T. Storm
4136,T. Depression
4137,Category 3
4138,T. Depression
4139,T. Storm
4140,T. Depression
4141,T. Depression
4142,Category 1
4143,T. Storm
4144,Category 1
4145,Category 1
4146,T. Storm
4147,Category 1
4148,T. Storm
4149,T. Storm
4150,T. Storm
4151,Category 2
4152,T. Storm
4153,T. Storm
4154,T. Storm
4155,Category 3
4156,T. Storm
4157,Category 3
4158,Category 3
4159,T. Depression
4160,T. Depression
4161,T. Storm
4162,T. Storm
4163,T. Depression
4164,T. Storm
4165,T. Depression
4166,T. Storm
4167,Category 2
4168,T. Depression
4169,T. Storm
4170,T. Storm
4171,T. Storm
4172,T. Storm
4173,Category 3
4174,T. Storm
4175,T. Depression
4176,T. Storm
4177,T. Depression
4178,Category 1
4179,Category 1
4180,T. Depression
4181,T. Depression
4182,T. Storm
4183,T. Storm
4184,Category 1
4185,T. Depression
4186,T. Depression
4187,T. Storm
4188,T. Depression
4189,T. Depression
4190,T. Depression
4191,T. Storm
4192,Category 1
4193,T. Depression
4194,T. Storm
4195,T. Storm
4196,T. Storm
4197,T. Storm
4198,T. Depression
4199,T. Storm
4200,T. Storm
4201,Category 1
4202,T. Storm
4203,T. Storm
4204,Category 3
4205,T. Storm
4206,T. Depression
4207,T. Storm
4208,T. Storm
4209,T. Storm
4210,T. Depression
4211,Category 1
4212,T. Storm
4213,Category 3
4214,T. Storm
4215,T. Storm
4216,T. Storm
4217,T. Storm
4218,T. Depression
4219,T. Depression
4220,T. Depression
4221,T. Storm
4222,T. Storm
4223,Category 1
4224,T. Depression
4225,Category 1
4226,Category 2
4227,Category 1
4228,T. Storm
4229,T. Storm
4230,T. Storm
4231,T. Storm
4232,T. Storm
4233,T. Storm
4234,T. Depression
4235,Category 1
4236,T. Depression
4237,Category 1
4238,T. Storm
4239,Category 1
4240,T. Storm
4241,T. Depression
4242,T. Storm
4243,T. Storm
4244,Category 3
4245,Category 2
4246,T. Storm
4247,Category 3
4248,Category 3
4249,Category 2
4250,T. Storm
4251,T. Storm
4252,T. Depression
4253,T. Storm
4254,T. Storm
4255,T. Storm
4256,T. Storm
4257,T. Storm
4258,Category 1
4259,T. Storm
4260,T. Storm
4261,T. Depression
4262,T. Storm
4263,T. Storm
4264,T. Depression
4265,T. Depression
4266,Category 1
4267,T. Storm
4268,T. Depression
4269,Category 2
4270,T. Storm
4271,T. Depression
4272,T. Storm
4273,Category 1
4274,T. Depression
4275,Category 1
4276,T. Storm
4277,T. Storm
4278,T. Depression
4279,T. Storm
4280,T. Storm
4281,T. Storm
4282,Category 2
4283,T. Depression
4284,Category 1
4285,T. Storm
4286,Category 3
4287,T. Storm
4288,T. Storm
4289,T. Storm
4290,T. Storm
4291,T. Storm
4292,T. Storm
4293,T. Storm
4294,T. Depression
4295,T. Depression
4296,T. Storm
4297,T. Storm
4298,T. Depression
4299,T. Storm
4300,T. Storm
4301,T. Storm
4302,T. Storm
4303,T. Depression
4304,T. Storm
4305,Category 1
4306,T. Depression
4307,Category 1
4308,Category 1
4309,T. Storm
4310,Category 1
4311,Category 1
4312,T. Depression
4313,T. Storm
4314,Category 1
4315,T. Storm
4316,T. Storm
4317,T. Depression
4318,T. Storm
4319,T. Depression
4320,T. Depression
4321,T. Storm
4322,T. Storm
4323,T. Storm
4324,T. Storm
4325,T. Storm
4326,T. Storm
4327,T. Depression
4328,T. Depression
4329,T. Storm
4330,T. Depression
4331,T. Depression
4332,T. Depression
4333,T. Depression
4334,Category 1
4335,Category 1
4336,T. Depression
4337,T. Depression
4338,T. Storm
4339,T. Storm
4340,T. Storm
4341,T. Storm
4342,T. Storm
4343,Category 1
4344,T. Storm
4345,Category 1
4346,T. Storm
4347,Category 1
4348,T. Depression
4349,T. Storm
4350,T. Storm
4351,T. Depression
4352,T. Depression
4353,Category 3
4354,T. Depression
4355,T. Storm
4356,T. Depression
4357,T. Storm
4358,T. Storm
4359,T. Storm
4360,T. Storm
4361,Category 3
4362,T. Depression
4363,T. Storm
4364,T. Depression
4365,T. Storm
4366,T. Storm
4367,T. Depression
4368,Category 1
4369,T. Storm
4370,T. Depression
4371,Category 3
4372,Category 1
4373,T. Depression
4374,Category 3
4375,T. Storm
4376,T. Depression
4377,T. Storm
4378,T. Depression
4379,T. Storm
4380,T. Storm
4381,T. Storm
4382,T. Depression
4383,T. Storm
4384,T. Storm
4385,T. Depression
4386,T. Storm
4387,T. Storm
4388,Category 3
4389,T. Storm
4390,T. Storm
4391,T. Depression
4392,T. Storm
4393,T. Depression
4394,Category 1
4395,T. Storm
4396,T. Storm
4397,Category 3
4398,T. Depression
4399,T. Depression
4400,Category 1
4401,T. Storm
4402,T. Depression
4403,Category 3
4404,T. Depression
4405,T. Depression
4406,T. Depression
4407,T. Depression
4408,T. Storm
4409,T. Depression
4410,T. Storm
4411,T. Storm
4412,T. Storm
4413,T. Storm
4414,T. Depression
4415,Category 3
4416,T. Storm
4417,T. Storm
4418,T. Depression
4419,T. Storm
4420,T. Depression
4421,T. Depression
4422,T. Storm
4423,T. Storm
4424,Category 3
4425,T. Depression
4426,Category 3
4427,T. Storm
4428,T. Depression
4429,T. Storm
4430,Category 1
4431,T. Depression
4432,Category 1
4433,T. Storm
4434,T. Depression
4435,T. Depression
4436,T. Depression
4437,T. Depression
4438,T. Storm
4439,T. Storm
4440,T. Storm
4441,T. Storm
4442,Category 3
4443,T. Storm
4444,T. Storm
4445,T. Storm
4446,T. Storm
4447,T. Storm
4448,T. Storm
4449,T. Storm
4450,Category 3
4451,Category 2
4452,T. Storm
4453,Category 1
4454,Category 3
4455,T. Depression
4456,T. Storm
4457,T. Depression
4458,Category 3
4459,Category 3
4460,T. Storm
4461,T. Depression
4462,T. Storm
4463,Category 3
4464,T. Depression
4465,T. Depression
4466,T. Storm
4467,Category 1
4468,T. Storm
4469,T. Depression
4470,T. Storm
4471,T. Storm
4472,Category 3
4473,T. Storm
4474,T. Depression
4475,T. Depression
4476,T. Storm
4477,T. Depression
4478,T. Storm
4479,T. Depression
4480,T. Storm
4481,Category 3
4482,T. Depression
4483,T. Storm
4484,T. Depression
4485,Category 3
4486,T. Storm
4487,Category 1
4488,T. Storm
4489,T. Depression
4490,T. Depression
4491,T. Storm
4492,T. Storm
4493,T. Storm
4494,T. Storm
4495,Category 2
4496,T. Storm
4497,T. Storm
4498,T. Storm
4499,T. Storm
4500,T. Depression
4501,T. Depression
4502,T. Depression
4503,Category 1
4504,Category 1
4505,Category 3
4506,T. Storm
4507,Category 1
4508,T. Depression
4509,Category 1
4510,Category 1
4511,T. Storm
4512,T. Storm
4513,T. Storm
4514,T. Storm
4515,T. Storm
4516,T. Storm
4517,T. Depression
4518,Category 1
4519,T. Storm
4520,T. Storm
4521,Category 2
4522,T. Depression
4523,T. Depression
4524,T. Storm
4525,T. Depression
4526,Category 1
4527,T. Storm
4528,Category 1
4529,T. Storm
4530,T. Depression
4531,T. Storm
4532,T. Storm
4533,T. Depression
4534,T. Storm
4535,Category 1
4536,T. Depression
4537,T. Storm
4538,T. Storm
4539,Category 3
4540,T. Storm
4541,Category 3
4542,T. Storm
4543,T. Depression
4544,T. Depression
4545,T. Depression
4546,T. Storm
4547,Category 3
4548,T. Storm
4549,T. Storm
4550,T. Depression
4551,T. Storm
4552,T. Storm
4553,T. Storm
4554,T. Depression
4555,T. Depression
4556,T. Storm
4557,T. Storm
4558,T. Storm
4559,T. Depression
4560,T. Depression
4561,T. Storm
4562,Category 1
4563,T. Depression
4564,T. Storm
4565,Category 1
4566,T. Storm
4567,T. Storm
4568,T. Depression
4569,T. Storm
4570,T. Depression
4571,T. Storm
4572,Category 1
4573,T. Depression
4574,T. Storm
4575,Category 3
4576,Category 3
4577,T. Storm
4578,T. Depression
4579,T. Depression
4580,T. Storm
4581,T. Depression
4582,T. Storm
4583,T. Depression
4584,T. Storm
4585,T. Storm
4586,T. Storm
4587,Category 1
4588,T. Depression
4589,T. Storm
4590,Category 3
4591,T. Storm
4592,T. Storm
4593,T. Depression
4594,T. Storm
4595,T. Storm
4596,T. Storm
4597,T. Depression
4598,T. Storm
4599,T. Storm
4600,T. Depression
4601,T. Storm
4602,T. Storm
4603,Category 2
4604,T. Storm
4605,T. Storm
4606,Category 1
4607,T. Storm
4608,T. Storm
4609,T. Storm
4610,Category 3
4611,T. Storm
4612,T. Storm
4613,Category 3
4614,T. Storm
4615,Category 1
4616,T. Depression
4617,T. Storm
4618,Category 1
4619,T. Storm
4620,Category 3
4621,T. Storm
4622,T. Storm
4623,T. Storm
4624,T. Storm
4625,Category 1
4626,T. Depression
4627,T. Storm
4628,T. Storm
4629,T. Depression
4630,T. Depression
4631,T. Depression
4632,T. Storm
4633,T. Storm
4634,T. Storm
4635,T. Storm
4636,T. Storm
4637,Category 1
4638,T. Storm
4639,T. Storm
4640,T. Depression
4641,Category 1
4642,T. Storm
4643,Category 1
4644,Category 1
4645,T. Depression
4646,T. Storm
4647,T. Storm
4648,T. Depression
4649,T. Depression
4650,T. Storm
4651,Category 2
4652,T. Storm
4653,T. Storm
4654,T. Storm
4655,T. Storm
4656,T. Storm
4657,Category 1
4658,Category 2
4659,T. Depression
4660,T. Storm
4661,T. Depression
4662,T. Storm
4663,T. Depression
4664,T. Storm
4665,T. Storm
4666,T. Depression
4667,T. Storm
4668,T. Depression
4669,T. Storm
4670,T. Storm
4671,T. Storm
4672,T. Depression
4673,T. Storm
4674,Category 1
4675,T. Storm
4676,T. Depression
4677,Category 1
4678,Category 1
4679,Category 3
4680,T. Storm
4681,T. Depression
4682,T. Depression
4683,Category 3
4684,T. Depression
4685,Category 3
4686,Category 3
4687,T. Storm
4688,Category 1
4689,T. Depression
4690,T. Storm
4691,T. Storm
4692,Category 2
4693,T. Depression
4694,T. Storm
4695,T. Storm
4696,T. Storm
4697,Category 1
4698,T. Depression
4699,T. Depression
4700,T. Storm
4701,Category 1
4702,T. Storm
4703,T. Depression
4704,T. Depression
4705,T. Storm
4706,T. Depression
4707,T. Storm
4708,Category 1
4709,T. Storm
4710,T. Storm
4711,Category 1
4712,T. Storm
4713,Category 1
4714,T. Depression
4715,Category 1
4716,Category 2
4717,Category 1
4718,T. Storm
4719,T. Storm
4720,T. Storm
4721,T. Storm
4722,Category 1
4723,T. Depression
4724,T. Storm
4725,T. Storm
4726,T. Storm
4727,T. Storm
4728,T. Storm
4729,T. Depression
4730,T. Storm
4731,T. Depression
4732,T. Storm
4733,T. Storm
4734,T. Depression
4735,Category 3
4736,T. Depression
4737,T. Storm
4738,T. Storm
4739,T. Depression
4740,T. Storm
4741,Category 1
4742,T. Depression
4743,T. Storm
4744,T. Storm
4745,Category 1
4746,Category 2
4747,Category 1
4748,Category 2
4749,Category 1
4750,T. Depression
4751,T. Storm
4752,Category 3
4753,T. Storm
4754,Category 1
4755,T. Storm
4756,T. Depression
4757,T. Storm
4758,T. Depression
4759,Category 2
4760,Category 1
4761,T. Storm
4762,T. Storm
4763,T. Storm
4764,Category 1
4765,T. Storm
4766,T. Depression
4767,T. Storm
4768,T. Storm
4769,T. Storm
4770,T. Storm
4771,T. Storm
4772,Category 1
4773,T. Storm
4774,T. Storm
4775,T. Storm
4776,T. Storm
4777,Category 2
4778,T. Storm
4779,T. Storm
4780,T. Depression
4781,T. Depression
4782,T. Storm
4783,T. Storm
4784,T. Storm
4785,T. Depression
4786,T. Storm
4787,T. Storm
4788,T. Depression
4789,T. Storm
4790,T. Storm
4791,T. Depression
4792,T. Storm
4793,T. Storm
4794,T. Storm
4795,T. Storm
4796,T. Storm
4797,Category 3
4798,T. Depression
4799,T. Depression
4800,Category 3
4801,Category 1
4802,T. Storm
4803,T. Storm
4804,T. Depression
4805,T. Storm
4806,T. Depression
4807,Category 3
4808,T. Storm
4809,T. Storm
4810,Category 1
4811,T. Storm
4812,T. Depression
4813,T. Storm
4814,T. Depression
4815,T. Depression
4816,T. Storm
4817,T. Storm
4818,Category 1
4819,T. Storm
4820,T. Depression
4821,T. Depression
4822,T. Storm
4823,Category 3
4824,T. Storm
4825,T. Storm
4826,Category 1
4827,T. Depression
4828,T. Depression
4829,T. Storm
4830,T. Depression
4831,T. Depression
4832,T. Storm
4833,T. Storm
4834,T. Depression
4835,Category 1
4836,T. Storm
4837,T. Depression
4838,T. Depression
4839,T. Storm
4840,Category 3
4841,T. Depression
4842,T. Storm
4843,T. Storm
4844,T. Storm
4845,T. Depression
4846,Category 1
4847,T. Storm
4848,Category 3
4849,T. Storm
4850,T. Storm
4851,T. Storm
4852,Category 2
4853,T. Storm
4854,Category 1
4855,T. Depression
4856,T. Depression
4857,T. Storm
4858,T. Storm
4859,T. Storm
4860,Category 1
4861,T. Storm
4862,T. Storm
4863,T. Depression
4864,T. Depression
4865,T. Depression
4866,T. Depression
4867,T. Storm
4868,Category 1
4869,Category 3
4870,Category 3
4871,T. Storm
4872,T. Depression
4873,T. Depression
4874,T. Depression
4875,T. Depression
4876,Category 3
4877,T. Storm
4878,T. Storm
4879,T. Storm
4880,T. Depression
4881,Category 2
4882,T. Storm
4883,T. Depression
4884,T. Depression
4885,T. Storm
4886,T. Storm
4887,Category 1
4888,T. Storm
4889,T. Depression
4890,T. Storm
4891,T. Storm
4892,T. Storm
4893,T. Depression
4894,T. Storm
4895,T. Storm
4896,T. Storm
4897,T. Storm
4898,T. Storm
4899,T. Storm
4900,T. Depression
4901,T. Storm
4902,T. Depression
4903,Category 3
4904,Category 1
4905,T. Depression
4906,T. Depression
4907,T. Storm
4908,Category 2
4909,T. Depression
4910,T. Storm
4911,Category 1
4912,T. Storm
4913,T. Storm
4914,T. Storm
4915,T. Storm
4916,T. Depression
4917,T. Depression
4918,T. Depression
4919,T. Depression
4920,T. Depression
4921,Category 1
4922,Category 3
4923,T. Storm
4924,T. Storm
4925,T. Storm
4926,Category 3
4927,T. Storm
4928,T. Depression
4929,T. Storm
4930,Category 3
4931,T. Depression
4932,T. Storm
4933,T. Storm
4934,T. Storm
4935,T. Depression
4936,T. Storm
4937,T. Depression
4938,T. Storm
4939,T. Depression
4940,Category 1
4941,T. Storm
4942,T. Storm
4943,T. Storm
4944,T. Storm
4945,T. Depression
4946,T. Depression
4947,T. Storm
4948,Category 2
4949,T. Storm
4950,T. Storm
4951,Category 3
4952,T. Storm
4953,T. Storm
4954,T. Storm
4955,T. Storm
4956,T. Storm
4957,T. Storm
4958,Category 2
4959,T. Storm
4960,T. Depression
4961,T. Storm
4962,Category 3
4963,T. Depression
4964,T. Storm
4965,T. Storm
4966,Category 3
4967,T. Storm
4968,T. Storm
4969,T. Storm
4970,Category 1
4971,Category 3
4972,T. Storm
4973,T. Depression
4974,T. Storm
4975,T. Storm
4976,T. Storm
4977,T. Storm
4978,T. Depression
4979,T. Storm
4980,T. Storm
4981,Category 1
4982,Category 3
4983,T. Depression
4984,T. Storm
4985,T. Depression
4986,T. Depression
4987,T. Storm
4988,T. Storm
4989,T. Depression
4990,T. Depression
4991,T. Storm
4992,T. Storm
4993,T. Depression
4994,T. Depression
4995,T. Depression
4996,T. Storm
4997,T. Storm
4998,Category 1
4999,Category 1
5000,T. Storm
5001,T. Storm
5002,Category 1
5003,T. Depression
5004,T. Depression
5005,T. Storm
5006,T. Storm
5007,T. Storm
5008,T. Depression
5009,T. Storm
5010,T. Storm
5011,Category 1
5012,T. Storm
5013,T. Storm
5014,Category 3
5015,T. Storm
5016,T. Storm
5017,Category 3
5018,T. Storm
5019,T. Storm
5020,T. Depression
5021,T. Depression
5022,T. Depression
5023,Category 3
5024,T. Depression
5025,T. Storm
5026,T. Storm
5027,T. Storm
5028,T. Storm
5029,T. Storm
5030,T. Storm
5031,T. Storm
5032,T. Storm
5033,T. Depression
5034,T. Depression
5035,T. Depression
5036,T. Storm
5037,T. Depression
5038,T. Storm
5039,T. Storm
5040,T. Storm
5041,T. Storm
5042,T. Storm
5043,T. Storm
5044,Category 2
5045,T. Depression
5046,Category 1
5047,T. Storm
5048,Category 1
5049,T. Storm
5050,T. Storm
5051,T. Storm
5052,T. Depression
5053,T. Storm
5054,T. Storm
5055,T. Storm
5056,T. Depression
5057,T. Storm
5058,T. Depression
5059,T. Storm
5060,T. Storm
5061,Category 3
5062,T. Storm
5063,T. Storm
5064,T. Storm
5065,T. Depression
5066,T. Storm
5067,T. Storm
5068,T. Depression
5069,T. Storm
5070,T. Storm
5071,T. Depression
5072,T. Storm
5073,T. Storm
5074,T. Storm
5075,T. Storm
5076,T. Storm
5077,T. Storm
